,rates,start_at,base,end_at
2014-07-15,{'USD': 0.9316952981000001},2013-08-31,CAD,2018-09-01
2014-07-16,{'USD': 0.9291403461000001},2013-08-31,CAD,2018-09-01
2014-07-17,{'USD': 0.930384536},2013-08-31,CAD,2018-09-01
2014-07-18,{'USD': 0.9306406110000001},2013-08-31,CAD,2018-09-01
2014-07-21,{'USD': 0.9307353346},2013-08-31,CAD,2018-09-01
2014-07-22,{'USD': 0.9295959178000001},2013-08-31,CAD,2018-09-01
2014-07-23,{'USD': 0.9327376004000001},2013-08-31,CAD,2018-09-01
2014-07-24,{'USD': 0.9323828639},2013-08-31,CAD,2018-09-01
2014-07-25,{'USD': 0.9286898839000001},2013-08-31,CAD,2018-09-01
2014-07-28,{'USD': 0.925137741},2013-08-31,CAD,2018-09-01
2014-07-29,{'USD': 0.9242893523000001},2013-08-31,CAD,2018-09-01
2014-07-30,{'USD': 0.9196404063},2013-08-31,CAD,2018-09-01
2014-07-31,{'USD': 0.9157426420000001},2013-08-31,CAD,2018-09-01
2014-08-01,{'USD': 0.9152716092000001},2013-08-31,CAD,2018-09-01
2014-08-04,{'USD': 0.9155525239000001},2013-08-31,CAD,2018-09-01
2014-08-05,{'USD': 0.9131354487000001},2013-08-31,CAD,2018-09-01
2014-08-06,{'USD': 0.9113569624000001},2013-08-31,CAD,2018-09-01
2014-08-07,{'USD': 0.9146767020000001},2013-08-31,CAD,2018-09-01
2014-08-08,{'USD': 0.9161078418},2013-08-31,CAD,2018-09-01
2014-08-11,{'USD': 0.9129100457},2013-08-31,CAD,2018-09-01
2014-08-12,{'USD': 0.9132338853},2013-08-31,CAD,2018-09-01
2014-08-13,{'USD': 0.9155074351},2013-08-31,CAD,2018-09-01
2014-08-14,{'USD': 0.9181599725},2013-08-31,CAD,2018-09-01
2014-08-15,{'USD': 0.9174261632},2013-08-31,CAD,2018-09-01
2014-08-18,{'USD': 0.9192252215000001},2013-08-31,CAD,2018-09-01
2014-08-19,{'USD': 0.9166666667000001},2013-08-31,CAD,2018-09-01
2014-08-20,{'USD': 0.9130524435},2013-08-31,CAD,2018-09-01
2014-08-21,{'USD': 0.9121045392},2013-08-31,CAD,2018-09-01
2014-08-22,{'USD': 0.9126367201000001},2013-08-31,CAD,2018-09-01
2014-08-25,{'USD': 0.9130525005000001},2013-08-31,CAD,2018-09-01
2014-08-26,{'USD': 0.9119944694000001},2013-08-31,CAD,2018-09-01
2014-08-27,{'USD': 0.9168522126},2013-08-31,CAD,2018-09-01
