,rates,start_at,base,end_at
2015-02-03,{'USD': 0.0675402089},2013-08-31,MXN,2018-09-01
2015-02-04,{'USD': 0.0679558044},2013-08-31,MXN,2018-09-01
2015-02-05,{'USD': 0.0675699684},2013-08-31,MXN,2018-09-01
2015-02-06,{'USD': 0.0677967106},2013-08-31,MXN,2018-09-01
2015-02-09,{'USD': 0.0674854704},2013-08-31,MXN,2018-09-01
2015-02-10,{'USD': 0.0673061456},2013-08-31,MXN,2018-09-01
2015-02-11,{'USD': 0.0666890653},2013-08-31,MXN,2018-09-01
2015-02-12,{'USD': 0.0662975665},2013-08-31,MXN,2018-09-01
2015-02-13,{'USD': 0.06681029420000001},2013-08-31,MXN,2018-09-01
2015-02-16,{'USD': 0.0672609783},2013-08-31,MXN,2018-09-01
2015-02-17,{'USD': 0.06741274430000001},2013-08-31,MXN,2018-09-01
2015-02-18,{'USD': 0.0669244305},2013-08-31,MXN,2018-09-01
2015-02-19,{'USD': 0.0669008913},2013-08-31,MXN,2018-09-01
2015-02-20,{'USD': 0.0666265657},2013-08-31,MXN,2018-09-01
2015-02-23,{'USD': 0.0661921083},2013-08-31,MXN,2018-09-01
2015-02-24,{'USD': 0.0661902619},2013-08-31,MXN,2018-09-01
2015-02-25,{'USD': 0.06696808010000001},2013-08-31,MXN,2018-09-01
2015-02-26,{'USD': 0.0671931127},2013-08-31,MXN,2018-09-01
2015-02-27,{'USD': 0.0666180663},2013-08-31,MXN,2018-09-01
2015-03-02,{'USD': 0.0669006531},2013-08-31,MXN,2018-09-01
2015-03-03,{'USD': 0.0664892509},2013-08-31,MXN,2018-09-01
2015-03-04,{'USD': 0.0664980901},2013-08-31,MXN,2018-09-01
2015-03-05,{'USD': 0.0664541383},2013-08-31,MXN,2018-09-01
2015-03-06,{'USD': 0.06586322700000001},2013-08-31,MXN,2018-09-01
2015-03-09,{'USD': 0.0646078612},2013-08-31,MXN,2018-09-01
2015-03-10,{'USD': 0.0643583642},2013-08-31,MXN,2018-09-01
2015-03-11,{'USD': 0.064072977},2013-08-31,MXN,2018-09-01
2015-03-12,{'USD': 0.0650067377},2013-08-31,MXN,2018-09-01
2015-03-13,{'USD': 0.0645764234},2013-08-31,MXN,2018-09-01
2015-03-16,{'USD': 0.0646851219},2013-08-31,MXN,2018-09-01
2015-03-17,{'USD': 0.0648380725},2013-08-31,MXN,2018-09-01
2015-03-18,{'USD': 0.0649142913},2013-08-31,MXN,2018-09-01
2015-03-19,{'USD': 0.0654665187},2013-08-31,MXN,2018-09-01
2015-03-20,{'USD': 0.0662526898},2013-08-31,MXN,2018-09-01
2015-03-23,{'USD': 0.0667555762},2013-08-31,MXN,2018-09-01
2015-03-24,{'USD': 0.0669982929},2013-08-31,MXN,2018-09-01
2015-03-25,{'USD': 0.0671409624},2013-08-31,MXN,2018-09-01
2015-03-26,{'USD': 0.0668091376},2013-08-31,MXN,2018-09-01
2015-03-27,{'USD': 0.0660871259},2013-08-31,MXN,2018-09-01
2015-03-30,{'USD': 0.0655996516},2013-08-31,MXN,2018-09-01
2015-03-31,{'USD': 0.06515709410000001},2013-08-31,MXN,2018-09-01
2015-04-01,{'USD': 0.0656405061},2013-08-31,MXN,2018-09-01
2015-04-02,{'USD': 0.066171349},2013-08-31,MXN,2018-09-01
2015-04-07,{'USD': 0.06699028530000001},2013-08-31,MXN,2018-09-01
2015-04-08,{'USD': 0.0673061432},2013-08-31,MXN,2018-09-01
2015-04-09,{'USD': 0.0671072383},2013-08-31,MXN,2018-09-01
2015-04-10,{'USD': 0.0658620324},2013-08-31,MXN,2018-09-01
2015-04-13,{'USD': 0.0653787531},2013-08-31,MXN,2018-09-01
2015-04-14,{'USD': 0.0651041827},2013-08-31,MXN,2018-09-01
2015-04-15,{'USD': 0.0652529252},2013-08-31,MXN,2018-09-01
2015-04-16,{'USD': 0.0656814349},2013-08-31,MXN,2018-09-01
2015-04-17,{'USD': 0.0658567035},2013-08-31,MXN,2018-09-01
2015-04-20,{'USD': 0.06511060240000001},2013-08-31,MXN,2018-09-01
2015-04-21,{'USD': 0.0648276614},2013-08-31,MXN,2018-09-01
2015-04-22,{'USD': 0.0648234748},2013-08-31,MXN,2018-09-01
2015-04-23,{'USD': 0.0648485943},2013-08-31,MXN,2018-09-01
2015-04-24,{'USD': 0.0651126417},2013-08-31,MXN,2018-09-01
2015-04-27,{'USD': 0.06496149250000001},2013-08-31,MXN,2018-09-01
2015-04-28,{'USD': 0.065304049},2013-08-31,MXN,2018-09-01
2015-04-29,{'USD': 0.0654020604},2013-08-31,MXN,2018-09-01
2015-04-30,{'USD': 0.06562547540000001},2013-08-31,MXN,2018-09-01
2015-05-04,{'USD': 0.0643460098},2013-08-31,MXN,2018-09-01
2015-05-05,{'USD': 0.0647647566},2013-08-31,MXN,2018-09-01
2015-05-06,{'USD': 0.0652739997},2013-08-31,MXN,2018-09-01
2015-05-07,{'USD': 0.0652103691},2013-08-31,MXN,2018-09-01
2015-05-08,{'USD': 0.0653276279},2013-08-31,MXN,2018-09-01
2015-05-11,{'USD': 0.0659001384},2013-08-31,MXN,2018-09-01
2015-05-12,{'USD': 0.0648846809},2013-08-31,MXN,2018-09-01
2015-05-13,{'USD': 0.06543543930000001},2013-08-31,MXN,2018-09-01
2015-05-14,{'USD': 0.06569212890000001},2013-08-31,MXN,2018-09-01
2015-05-15,{'USD': 0.06550968360000001},2013-08-31,MXN,2018-09-01
2015-05-18,{'USD': 0.066529196},2013-08-31,MXN,2018-09-01
2015-05-19,{'USD': 0.0660994803},2013-08-31,MXN,2018-09-01
2015-05-20,{'USD': 0.0658977216},2013-08-31,MXN,2018-09-01
2015-05-21,{'USD': 0.0658761294},2013-08-31,MXN,2018-09-01
2015-05-22,{'USD': 0.065651279},2013-08-31,MXN,2018-09-01
2015-05-25,{'USD': 0.06547697150000001},2013-08-31,MXN,2018-09-01
2015-05-26,{'USD': 0.0653871703},2013-08-31,MXN,2018-09-01
2015-05-27,{'USD': 0.0652236566},2013-08-31,MXN,2018-09-01
2015-05-28,{'USD': 0.0652146589},2013-08-31,MXN,2018-09-01
2015-05-29,{'USD': 0.0651297549},2013-08-31,MXN,2018-09-01
2015-06-01,{'USD': 0.0648444953},2013-08-31,MXN,2018-09-01
2015-06-02,{'USD': 0.0647332958},2013-08-31,MXN,2018-09-01
2015-06-03,{'USD': 0.0646100995},2013-08-31,MXN,2018-09-01
2015-06-04,{'USD': 0.0643698951},2013-08-31,MXN,2018-09-01
2015-06-05,{'USD': 0.0643045898},2013-08-31,MXN,2018-09-01
2015-06-08,{'USD': 0.0637835861},2013-08-31,MXN,2018-09-01
2015-06-09,{'USD': 0.0641158634},2013-08-31,MXN,2018-09-01
2015-06-10,{'USD': 0.0647143537},2013-08-31,MXN,2018-09-01
2015-06-11,{'USD': 0.0644953833},2013-08-31,MXN,2018-09-01
2015-06-12,{'USD': 0.0648086643},2013-08-31,MXN,2018-09-01
2015-06-15,{'USD': 0.0647417659},2013-08-31,MXN,2018-09-01
2015-06-16,{'USD': 0.06472071700000001},2013-08-31,MXN,2018-09-01
2015-06-17,{'USD': 0.0648803806},2013-08-31,MXN,2018-09-01
2015-06-18,{'USD': 0.06581331730000001},2013-08-31,MXN,2018-09-01
2015-06-19,{'USD': 0.0652570663},2013-08-31,MXN,2018-09-01
2015-06-22,{'USD': 0.0652506499},2013-08-31,MXN,2018-09-01
2015-06-23,{'USD': 0.0650321562},2013-08-31,MXN,2018-09-01
2015-06-24,{'USD': 0.0650066671},2013-08-31,MXN,2018-09-01
2015-06-25,{'USD': 0.0645659401},2013-08-31,MXN,2018-09-01
2015-06-26,{'USD': 0.06429838310000001},2013-08-31,MXN,2018-09-01
2015-06-29,{'USD': 0.0639978386},2013-08-31,MXN,2018-09-01
2015-06-30,{'USD': 0.06381607460000001},2013-08-31,MXN,2018-09-01
2015-07-01,{'USD': 0.0636132316},2013-08-31,MXN,2018-09-01
2015-07-02,{'USD': 0.0632032258},2013-08-31,MXN,2018-09-01
2015-07-03,{'USD': 0.0636822773},2013-08-31,MXN,2018-09-01
2015-07-06,{'USD': 0.0630697216},2013-08-31,MXN,2018-09-01
2015-07-07,{'USD': 0.0631710954},2013-08-31,MXN,2018-09-01
2015-07-08,{'USD': 0.06319108080000001},2013-08-31,MXN,2018-09-01
2015-07-09,{'USD': 0.0634517912},2013-08-31,MXN,2018-09-01
2015-07-10,{'USD': 0.0636618211},2013-08-31,MXN,2018-09-01
2015-07-13,{'USD': 0.0634719119},2013-08-31,MXN,2018-09-01
2015-07-14,{'USD': 0.0637350066},2013-08-31,MXN,2018-09-01
2015-07-15,{'USD': 0.0638773166},2013-08-31,MXN,2018-09-01
2015-07-16,{'USD': 0.0631872125},2013-08-31,MXN,2018-09-01
2015-07-17,{'USD': 0.0632562841},2013-08-31,MXN,2018-09-01
2015-07-20,{'USD': 0.06286349840000001},2013-08-31,MXN,2018-09-01
2015-07-21,{'USD': 0.0625899944},2013-08-31,MXN,2018-09-01
2015-07-22,{'USD': 0.0622356185},2013-08-31,MXN,2018-09-01
2015-07-23,{'USD': 0.0621988735},2013-08-31,MXN,2018-09-01
2015-07-24,{'USD': 0.0614288281},2013-08-31,MXN,2018-09-01
2015-07-27,{'USD': 0.061244496100000004},2013-08-31,MXN,2018-09-01
2015-07-28,{'USD': 0.061612486800000005},2013-08-31,MXN,2018-09-01
2015-07-29,{'USD': 0.061381785800000005},2013-08-31,MXN,2018-09-01
2015-07-30,{'USD': 0.061044584000000006},2013-08-31,MXN,2018-09-01
2015-07-31,{'USD': 0.0617953153},2013-08-31,MXN,2018-09-01
2015-08-03,{'USD': 0.0619060809},2013-08-31,MXN,2018-09-01
2015-08-04,{'USD': 0.0620711502},2013-08-31,MXN,2018-09-01
2015-08-05,{'USD': 0.0613835698},2013-08-31,MXN,2018-09-01
2015-08-06,{'USD': 0.061033390300000004},2013-08-31,MXN,2018-09-01
2015-08-07,{'USD': 0.06140419800000001},2013-08-31,MXN,2018-09-01
2015-08-10,{'USD': 0.0617037208},2013-08-31,MXN,2018-09-01
2015-08-11,{'USD': 0.0614702824},2013-08-31,MXN,2018-09-01
2015-08-12,{'USD': 0.061665607100000006},2013-08-31,MXN,2018-09-01
2015-08-13,{'USD': 0.0613817949},2013-08-31,MXN,2018-09-01
2015-08-14,{'USD': 0.0609571101},2013-08-31,MXN,2018-09-01
2015-08-17,{'USD': 0.060688901},2013-08-31,MXN,2018-09-01
2015-08-18,{'USD': 0.0608160123},2013-08-31,MXN,2018-09-01
2015-08-19,{'USD': 0.0609051092},2013-08-31,MXN,2018-09-01
2015-08-20,{'USD': 0.059737290500000005},2013-08-31,MXN,2018-09-01
2015-08-21,{'USD': 0.0593824353},2013-08-31,MXN,2018-09-01
2015-08-24,{'USD': 0.0583974603},2013-08-31,MXN,2018-09-01
2015-08-25,{'USD': 0.0589015219},2013-08-31,MXN,2018-09-01
2015-08-26,{'USD': 0.0587786496},2013-08-31,MXN,2018-09-01
2015-08-27,{'USD': 0.058898139200000005},2013-08-31,MXN,2018-09-01
2015-08-28,{'USD': 0.059067748600000004},2013-08-31,MXN,2018-09-01
2015-08-31,{'USD': 0.0592978375},2013-08-31,MXN,2018-09-01
2015-09-01,{'USD': 0.059294440500000004},2013-08-31,MXN,2018-09-01
2015-09-02,{'USD': 0.0591751753},2013-08-31,MXN,2018-09-01
2015-09-03,{'USD': 0.0591594708},2013-08-31,MXN,2018-09-01
2015-09-04,{'USD': 0.0592995645},2013-08-31,MXN,2018-09-01
2015-09-07,{'USD': 0.0590088254},2013-08-31,MXN,2018-09-01
2015-09-08,{'USD': 0.059335413600000005},2013-08-31,MXN,2018-09-01
2015-09-09,{'USD': 0.0596003103},2013-08-31,MXN,2018-09-01
2015-09-10,{'USD': 0.059128899400000004},2013-08-31,MXN,2018-09-01
2015-09-11,{'USD': 0.0597068704},2013-08-31,MXN,2018-09-01
2015-09-14,{'USD': 0.059580590600000004},2013-08-31,MXN,2018-09-01
2015-09-15,{'USD': 0.0597497057},2013-08-31,MXN,2018-09-01
2015-09-16,{'USD': 0.060081657100000005},2013-08-31,MXN,2018-09-01
2015-09-17,{'USD': 0.0603319537},2013-08-31,MXN,2018-09-01
2015-09-18,{'USD': 0.0607532574},2013-08-31,MXN,2018-09-01
2015-09-21,{'USD': 0.060249997300000004},2013-08-31,MXN,2018-09-01
2015-09-22,{'USD': 0.0595734},2013-08-31,MXN,2018-09-01
2015-09-23,{'USD': 0.05931198100000001},2013-08-31,MXN,2018-09-01
2015-09-24,{'USD': 0.057925682400000005},2013-08-31,MXN,2018-09-01
2015-09-25,{'USD': 0.0597194775},2013-08-31,MXN,2018-09-01
2015-09-28,{'USD': 0.0585564805},2013-08-31,MXN,2018-09-01
2015-09-29,{'USD': 0.0589188052},2013-08-31,MXN,2018-09-01
2015-09-30,{'USD': 0.059035243},2013-08-31,MXN,2018-09-01
2015-10-01,{'USD': 0.059310271500000004},2013-08-31,MXN,2018-09-01
2015-10-02,{'USD': 0.0593279357},2013-08-31,MXN,2018-09-01
2015-10-05,{'USD': 0.060038365600000004},2013-08-31,MXN,2018-09-01
2015-10-06,{'USD': 0.0594973681},2013-08-31,MXN,2018-09-01
2015-10-07,{'USD': 0.060349907300000005},2013-08-31,MXN,2018-09-01
2015-10-08,{'USD': 0.0602046766},2013-08-31,MXN,2018-09-01
2015-10-09,{'USD': 0.060997149300000005},2013-08-31,MXN,2018-09-01
2015-10-12,{'USD': 0.0608826458},2013-08-31,MXN,2018-09-01
2015-10-13,{'USD': 0.0602554526},2013-08-31,MXN,2018-09-01
2015-10-14,{'USD': 0.060393697},2013-08-31,MXN,2018-09-01
2015-10-15,{'USD': 0.0609829563},2013-08-31,MXN,2018-09-01
2015-10-16,{'USD': 0.060701595000000004},2013-08-31,MXN,2018-09-01
2015-10-19,{'USD': 0.0608124061},2013-08-31,MXN,2018-09-01
2015-10-20,{'USD': 0.0605878185},2013-08-31,MXN,2018-09-01
2015-10-21,{'USD': 0.0600600918},2013-08-31,MXN,2018-09-01
2015-10-22,{'USD': 0.060277169500000005},2013-08-31,MXN,2018-09-01
2015-10-23,{'USD': 0.0608920655},2013-08-31,MXN,2018-09-01
2015-10-26,{'USD': 0.0605362552},2013-08-31,MXN,2018-09-01
2015-10-27,{'USD': 0.0602772722},2013-08-31,MXN,2018-09-01
2015-10-28,{'USD': 0.0605545783},2013-08-31,MXN,2018-09-01
2015-10-29,{'USD': 0.0600744197},2013-08-31,MXN,2018-09-01
2015-10-30,{'USD': 0.0603681156},2013-08-31,MXN,2018-09-01
2015-11-02,{'USD': 0.060578438400000004},2013-08-31,MXN,2018-09-01
2015-11-03,{'USD': 0.0606613279},2013-08-31,MXN,2018-09-01
2015-11-04,{'USD': 0.061022226900000004},2013-08-31,MXN,2018-09-01
2015-11-05,{'USD': 0.0604705176},2013-08-31,MXN,2018-09-01
2015-11-06,{'USD': 0.0600473127},2013-08-31,MXN,2018-09-01
2015-11-09,{'USD': 0.0592925175},2013-08-31,MXN,2018-09-01
2015-11-10,{'USD': 0.0595753912},2013-08-31,MXN,2018-09-01
2015-11-11,{'USD': 0.059862243100000004},2013-08-31,MXN,2018-09-01
2015-11-12,{'USD': 0.059587564700000005},2013-08-31,MXN,2018-09-01
2015-11-13,{'USD': 0.0595947293},2013-08-31,MXN,2018-09-01
2015-11-16,{'USD': 0.059752808500000004},2013-08-31,MXN,2018-09-01
2015-11-17,{'USD': 0.0596489267},2013-08-31,MXN,2018-09-01
2015-11-18,{'USD': 0.059684287700000005},2013-08-31,MXN,2018-09-01
2015-11-19,{'USD': 0.0599699224},2013-08-31,MXN,2018-09-01
2015-11-20,{'USD': 0.0602881285},2013-08-31,MXN,2018-09-01
2015-11-23,{'USD': 0.060293784},2013-08-31,MXN,2018-09-01
2015-11-24,{'USD': 0.0604686019},2013-08-31,MXN,2018-09-01
2015-11-25,{'USD': 0.060420995000000005},2013-08-31,MXN,2018-09-01
2015-11-26,{'USD': 0.0604596575},2013-08-31,MXN,2018-09-01
2015-11-27,{'USD': 0.0604229607},2013-08-31,MXN,2018-09-01
2015-11-30,{'USD': 0.060255512100000005},2013-08-31,MXN,2018-09-01
2015-12-01,{'USD': 0.060543751400000005},2013-08-31,MXN,2018-09-01
2015-12-02,{'USD': 0.0605179267},2013-08-31,MXN,2018-09-01
2015-12-03,{'USD': 0.06040485},2013-08-31,MXN,2018-09-01
2015-12-04,{'USD': 0.0597373136},2013-08-31,MXN,2018-09-01
2015-12-07,{'USD': 0.0596427724},2013-08-31,MXN,2018-09-01
2015-12-08,{'USD': 0.0586269172},2013-08-31,MXN,2018-09-01
2015-12-09,{'USD': 0.0589134848},2013-08-31,MXN,2018-09-01
2015-12-10,{'USD': 0.0586030172},2013-08-31,MXN,2018-09-01
2015-12-11,{'USD': 0.0576355224},2013-08-31,MXN,2018-09-01
2015-12-14,{'USD': 0.0574382629},2013-08-31,MXN,2018-09-01
2015-12-15,{'USD': 0.0579491587},2013-08-31,MXN,2018-09-01
2015-12-16,{'USD': 0.0583940436},2013-08-31,MXN,2018-09-01
2015-12-17,{'USD': 0.0590310865},2013-08-31,MXN,2018-09-01
2015-12-18,{'USD': 0.0587543174},2013-08-31,MXN,2018-09-01
2015-12-21,{'USD': 0.0584198165},2013-08-31,MXN,2018-09-01
2015-12-22,{'USD': 0.058440276400000005},2013-08-31,MXN,2018-09-01
2015-12-23,{'USD': 0.0581529151},2013-08-31,MXN,2018-09-01
2015-12-24,{'USD': 0.057887250200000004},2013-08-31,MXN,2018-09-01
2015-12-28,{'USD': 0.0578937084},2013-08-31,MXN,2018-09-01
2015-12-29,{'USD': 0.0581226881},2013-08-31,MXN,2018-09-01
2015-12-30,{'USD': 0.057850233200000004},2013-08-31,MXN,2018-09-01
2015-12-31,{'USD': 0.0575590156},2013-08-31,MXN,2018-09-01
2016-01-04,{'USD': 0.057553880800000005},2013-08-31,MXN,2018-09-01
2016-01-05,{'USD': 0.0578370058},2013-08-31,MXN,2018-09-01
2016-01-06,{'USD': 0.057296778300000004},2013-08-31,MXN,2018-09-01
2016-01-07,{'USD': 0.056552327000000006},2013-08-31,MXN,2018-09-01
2016-01-08,{'USD': 0.0562073373},2013-08-31,MXN,2018-09-01
2016-01-11,{'USD': 0.0560711085},2013-08-31,MXN,2018-09-01
2016-01-12,{'USD': 0.056211483000000007},2013-08-31,MXN,2018-09-01
2016-01-13,{'USD': 0.0561056962},2013-08-31,MXN,2018-09-01
2016-01-14,{'USD': 0.055710406100000005},2013-08-31,MXN,2018-09-01
2016-01-15,{'USD': 0.0551557541},2013-08-31,MXN,2018-09-01
2016-01-18,{'USD': 0.0548154784},2013-08-31,MXN,2018-09-01
2016-01-19,{'USD': 0.0551921671},2013-08-31,MXN,2018-09-01
2016-01-20,{'USD': 0.0544188158},2013-08-31,MXN,2018-09-01
2016-01-21,{'USD': 0.0538937265},2013-08-31,MXN,2018-09-01
2016-01-22,{'USD': 0.053996802600000005},2013-08-31,MXN,2018-09-01
2016-01-25,{'USD': 0.0540831125},2013-08-31,MXN,2018-09-01
2016-01-26,{'USD': 0.0538460392},2013-08-31,MXN,2018-09-01
2016-01-27,{'USD': 0.0544291142},2013-08-31,MXN,2018-09-01
2016-01-28,{'USD': 0.0545242691},2013-08-31,MXN,2018-09-01
2016-01-29,{'USD': 0.054585262},2013-08-31,MXN,2018-09-01
2016-02-01,{'USD': 0.0547454618},2013-08-31,MXN,2018-09-01
2016-02-02,{'USD': 0.0545227573},2013-08-31,MXN,2018-09-01
2016-02-03,{'USD': 0.0543665278},2013-08-31,MXN,2018-09-01
2016-02-04,{'USD': 0.0551745191},2013-08-31,MXN,2018-09-01
2016-02-05,{'USD': 0.054914995},2013-08-31,MXN,2018-09-01
2016-02-08,{'USD': 0.053590480100000004},2013-08-31,MXN,2018-09-01
2016-02-09,{'USD': 0.0530195072},2013-08-31,MXN,2018-09-01
2016-02-10,{'USD': 0.053438847000000005},2013-08-31,MXN,2018-09-01
2016-02-11,{'USD': 0.052516846900000004},2013-08-31,MXN,2018-09-01
2016-02-12,{'USD': 0.0519939867},2013-08-31,MXN,2018-09-01
2016-02-15,{'USD': 0.053008392200000004},2013-08-31,MXN,2018-09-01
2016-02-16,{'USD': 0.053055968700000004},2013-08-31,MXN,2018-09-01
2016-02-17,{'USD': 0.0533703961},2013-08-31,MXN,2018-09-01
2016-02-18,{'USD': 0.054841423},2013-08-31,MXN,2018-09-01
2016-02-19,{'USD': 0.0546797617},2013-08-31,MXN,2018-09-01
2016-02-22,{'USD': 0.055309756700000004},2013-08-31,MXN,2018-09-01
2016-02-23,{'USD': 0.0552936565},2013-08-31,MXN,2018-09-01
2016-02-24,{'USD': 0.054682170200000005},2013-08-31,MXN,2018-09-01
2016-02-25,{'USD': 0.0551319677},2013-08-31,MXN,2018-09-01
2016-02-26,{'USD': 0.0552418525},2013-08-31,MXN,2018-09-01
2016-02-29,{'USD': 0.0549885104},2013-08-31,MXN,2018-09-01
2016-03-01,{'USD': 0.0555056363},2013-08-31,MXN,2018-09-01
2016-03-02,{'USD': 0.0558971032},2013-08-31,MXN,2018-09-01
2016-03-03,{'USD': 0.055867611000000005},2013-08-31,MXN,2018-09-01
2016-03-04,{'USD': 0.056080117400000004},2013-08-31,MXN,2018-09-01
2016-03-07,{'USD': 0.056090416500000004},2013-08-31,MXN,2018-09-01
2016-03-08,{'USD': 0.0561401365},2013-08-31,MXN,2018-09-01
2016-03-09,{'USD': 0.0561247193},2013-08-31,MXN,2018-09-01
2016-03-10,{'USD': 0.056597872},2013-08-31,MXN,2018-09-01
2016-03-11,{'USD': 0.0563367403},2013-08-31,MXN,2018-09-01
2016-03-14,{'USD': 0.0562565773},2013-08-31,MXN,2018-09-01
2016-03-15,{'USD': 0.0559720669},2013-08-31,MXN,2018-09-01
2016-03-16,{'USD': 0.0557394393},2013-08-31,MXN,2018-09-01
2016-03-17,{'USD': 0.057073512900000005},2013-08-31,MXN,2018-09-01
2016-03-18,{'USD': 0.0579352075},2013-08-31,MXN,2018-09-01
2016-03-21,{'USD': 0.0575297577},2013-08-31,MXN,2018-09-01
2016-03-22,{'USD': 0.0572976288},2013-08-31,MXN,2018-09-01
2016-03-23,{'USD': 0.057304223800000005},2013-08-31,MXN,2018-09-01
2016-03-24,{'USD': 0.0565974548},2013-08-31,MXN,2018-09-01
2016-03-29,{'USD': 0.0571679545},2013-08-31,MXN,2018-09-01
2016-03-30,{'USD': 0.057988232300000005},2013-08-31,MXN,2018-09-01
2016-03-31,{'USD': 0.0581154959},2013-08-31,MXN,2018-09-01
2016-04-01,{'USD': 0.0574483909},2013-08-31,MXN,2018-09-01
2016-04-04,{'USD': 0.057700010600000004},2013-08-31,MXN,2018-09-01
2016-04-05,{'USD': 0.056845516400000004},2013-08-31,MXN,2018-09-01
2016-04-06,{'USD': 0.0562622528},2013-08-31,MXN,2018-09-01
2016-04-07,{'USD': 0.0563190421},2013-08-31,MXN,2018-09-01
2016-04-08,{'USD': 0.0562224157},2013-08-31,MXN,2018-09-01
2016-04-11,{'USD': 0.0564073612},2013-08-31,MXN,2018-09-01
2016-04-12,{'USD': 0.0569094323},2013-08-31,MXN,2018-09-01
2016-04-13,{'USD': 0.0569921004},2013-08-31,MXN,2018-09-01
2016-04-14,{'USD': 0.0572169535},2013-08-31,MXN,2018-09-01
2016-04-15,{'USD': 0.0570109182},2013-08-31,MXN,2018-09-01
2016-04-18,{'USD': 0.0568017966},2013-08-31,MXN,2018-09-01
2016-04-19,{'USD': 0.0578881024},2013-08-31,MXN,2018-09-01
2016-04-20,{'USD': 0.0577438344},2013-08-31,MXN,2018-09-01
2016-04-21,{'USD': 0.05786518},2013-08-31,MXN,2018-09-01
2016-04-22,{'USD': 0.0572240033},2013-08-31,MXN,2018-09-01
2016-04-25,{'USD': 0.056878547300000006},2013-08-31,MXN,2018-09-01
2016-04-26,{'USD': 0.0570370258},2013-08-31,MXN,2018-09-01
2016-04-27,{'USD': 0.0574988045},2013-08-31,MXN,2018-09-01
2016-04-28,{'USD': 0.0577389395},2013-08-31,MXN,2018-09-01
2016-04-29,{'USD': 0.0583064887},2013-08-31,MXN,2018-09-01
2016-05-02,{'USD': 0.0583916759},2013-08-31,MXN,2018-09-01
2016-05-03,{'USD': 0.0574257917},2013-08-31,MXN,2018-09-01
2016-05-04,{'USD': 0.056239093100000005},2013-08-31,MXN,2018-09-01
2016-05-05,{'USD': 0.0565852935},2013-08-31,MXN,2018-09-01
2016-05-06,{'USD': 0.0556912055},2013-08-31,MXN,2018-09-01
2016-05-09,{'USD': 0.0557703602},2013-08-31,MXN,2018-09-01
2016-05-10,{'USD': 0.0551568637},2013-08-31,MXN,2018-09-01
2016-05-11,{'USD': 0.0555688144},2013-08-31,MXN,2018-09-01
2016-05-12,{'USD': 0.055860469},2013-08-31,MXN,2018-09-01
2016-05-13,{'USD': 0.0554017702},2013-08-31,MXN,2018-09-01
2016-05-16,{'USD': 0.0549239485},2013-08-31,MXN,2018-09-01
2016-05-17,{'USD': 0.054603787200000004},2013-08-31,MXN,2018-09-01
2016-05-18,{'USD': 0.0542564808},2013-08-31,MXN,2018-09-01
2016-05-19,{'USD': 0.054149599300000004},2013-08-31,MXN,2018-09-01
2016-05-20,{'USD': 0.054318513000000006},2013-08-31,MXN,2018-09-01
2016-05-23,{'USD': 0.0544361983},2013-08-31,MXN,2018-09-01
2016-05-24,{'USD': 0.054252569800000004},2013-08-31,MXN,2018-09-01
2016-05-25,{'USD': 0.0543648974},2013-08-31,MXN,2018-09-01
2016-05-26,{'USD': 0.054441135},2013-08-31,MXN,2018-09-01
2016-05-27,{'USD': 0.054053269200000004},2013-08-31,MXN,2018-09-01
2016-05-30,{'USD': 0.0541335187},2013-08-31,MXN,2018-09-01
2016-05-31,{'USD': 0.054360698900000004},2013-08-31,MXN,2018-09-01
2016-06-01,{'USD': 0.0541032581},2013-08-31,MXN,2018-09-01
2016-06-02,{'USD': 0.053845672600000005},2013-08-31,MXN,2018-09-01
2016-06-03,{'USD': 0.0534187727},2013-08-31,MXN,2018-09-01
2016-06-06,{'USD': 0.053882236800000004},2013-08-31,MXN,2018-09-01
2016-06-07,{'USD': 0.0538554994},2013-08-31,MXN,2018-09-01
2016-06-08,{'USD': 0.0550140219},2013-08-31,MXN,2018-09-01
2016-06-09,{'USD': 0.0548591161},2013-08-31,MXN,2018-09-01
2016-06-10,{'USD': 0.054337533},2013-08-31,MXN,2018-09-01
2016-06-13,{'USD': 0.0534859877},2013-08-31,MXN,2018-09-01
2016-06-14,{'USD': 0.0526570094},2013-08-31,MXN,2018-09-01
2016-06-15,{'USD': 0.0529734472},2013-08-31,MXN,2018-09-01
2016-06-16,{'USD': 0.052746111500000005},2013-08-31,MXN,2018-09-01
2016-06-17,{'USD': 0.052967228500000005},2013-08-31,MXN,2018-09-01
2016-06-20,{'USD': 0.053733155000000005},2013-08-31,MXN,2018-09-01
2016-06-21,{'USD': 0.0538666997},2013-08-31,MXN,2018-09-01
2016-06-22,{'USD': 0.053716293400000004},2013-08-31,MXN,2018-09-01
2016-06-23,{'USD': 0.0546746358},2013-08-31,MXN,2018-09-01
2016-06-24,{'USD': 0.052995292400000005},2013-08-31,MXN,2018-09-01
2016-06-27,{'USD': 0.0524603614},2013-08-31,MXN,2018-09-01
2016-06-28,{'USD': 0.0527720455},2013-08-31,MXN,2018-09-01
2016-06-29,{'USD': 0.053489348000000006},2013-08-31,MXN,2018-09-01
2016-06-30,{'USD': 0.0538025753},2013-08-31,MXN,2018-09-01
2016-07-01,{'USD': 0.055174566700000004},2013-08-31,MXN,2018-09-01
2016-07-04,{'USD': 0.054533614700000003},2013-08-31,MXN,2018-09-01
