,rates,start_at,base,end_at
2016-07-05,{'USD': 0.053568768100000004},2013-08-31,MXN,2018-09-01
2016-07-06,{'USD': 0.052955641500000004},2013-08-31,MXN,2018-09-01
2016-07-07,{'USD': 0.0534558121},2013-08-31,MXN,2018-09-01
2016-07-08,{'USD': 0.053232414500000005},2013-08-31,MXN,2018-09-01
2016-07-11,{'USD': 0.054220237500000004},2013-08-31,MXN,2018-09-01
2016-07-12,{'USD': 0.054676216400000005},2013-08-31,MXN,2018-09-01
2016-07-13,{'USD': 0.0545956607},2013-08-31,MXN,2018-09-01
2016-07-14,{'USD': 0.0548196264},2013-08-31,MXN,2018-09-01
2016-07-15,{'USD': 0.054437742500000004},2013-08-31,MXN,2018-09-01
2016-07-18,{'USD': 0.054089102900000005},2013-08-31,MXN,2018-09-01
2016-07-19,{'USD': 0.0541712075},2013-08-31,MXN,2018-09-01
2016-07-20,{'USD': 0.0540693136},2013-08-31,MXN,2018-09-01
2016-07-21,{'USD': 0.053619759700000005},2013-08-31,MXN,2018-09-01
2016-07-22,{'USD': 0.0537496401},2013-08-31,MXN,2018-09-01
2016-07-25,{'USD': 0.0538177684},2013-08-31,MXN,2018-09-01
2016-07-26,{'USD': 0.053193959400000004},2013-08-31,MXN,2018-09-01
2016-07-27,{'USD': 0.0531310123},2013-08-31,MXN,2018-09-01
2016-07-28,{'USD': 0.0531344027},2013-08-31,MXN,2018-09-01
2016-07-29,{'USD': 0.052846572300000005},2013-08-31,MXN,2018-09-01
2016-08-01,{'USD': 0.053338174700000004},2013-08-31,MXN,2018-09-01
2016-08-02,{'USD': 0.0530348259},2013-08-31,MXN,2018-09-01
2016-08-03,{'USD': 0.0528808246},2013-08-31,MXN,2018-09-01
2016-08-04,{'USD': 0.0531059544},2013-08-31,MXN,2018-09-01
2016-08-05,{'USD': 0.0530525675},2013-08-31,MXN,2018-09-01
2016-08-08,{'USD': 0.0537048968},2013-08-31,MXN,2018-09-01
2016-08-09,{'USD': 0.0540350706},2013-08-31,MXN,2018-09-01
2016-08-10,{'USD': 0.054578195100000004},2013-08-31,MXN,2018-09-01
2016-08-11,{'USD': 0.0542653763},2013-08-31,MXN,2018-09-01
2016-08-12,{'USD': 0.0547280031},2013-08-31,MXN,2018-09-01
2016-08-15,{'USD': 0.0551352738},2013-08-31,MXN,2018-09-01
2016-08-16,{'USD': 0.055699386000000004},2013-08-31,MXN,2018-09-01
2016-08-17,{'USD': 0.055091411900000005},2013-08-31,MXN,2018-09-01
2016-08-18,{'USD': 0.0550793033},2013-08-31,MXN,2018-09-01
2016-08-19,{'USD': 0.0545718237},2013-08-31,MXN,2018-09-01
2016-08-22,{'USD': 0.0546444918},2013-08-31,MXN,2018-09-01
2016-08-23,{'USD': 0.054818030600000005},2013-08-31,MXN,2018-09-01
2016-08-24,{'USD': 0.0539280672},2013-08-31,MXN,2018-09-01
2016-08-25,{'USD': 0.0541785637},2013-08-31,MXN,2018-09-01
2016-08-26,{'USD': 0.054489205900000004},2013-08-31,MXN,2018-09-01
2016-08-29,{'USD': 0.0537942526},2013-08-31,MXN,2018-09-01
2016-08-30,{'USD': 0.0538107949},2013-08-31,MXN,2018-09-01
2016-08-31,{'USD': 0.0531553213},2013-08-31,MXN,2018-09-01
2016-09-01,{'USD': 0.0531901694},2013-08-31,MXN,2018-09-01
2016-09-02,{'USD': 0.053263223000000005},2013-08-31,MXN,2018-09-01
2016-09-05,{'USD': 0.0540276143},2013-08-31,MXN,2018-09-01
2016-09-06,{'USD': 0.0539859314},2013-08-31,MXN,2018-09-01
2016-09-07,{'USD': 0.0544895574},2013-08-31,MXN,2018-09-01
2016-09-08,{'USD': 0.0545318497},2013-08-31,MXN,2018-09-01
2016-09-09,{'USD': 0.05318380700000001},2013-08-31,MXN,2018-09-01
2016-09-12,{'USD': 0.052361295700000005},2013-08-31,MXN,2018-09-01
2016-09-13,{'USD': 0.052605238500000005},2013-08-31,MXN,2018-09-01
2016-09-14,{'USD': 0.0522243534},2013-08-31,MXN,2018-09-01
2016-09-15,{'USD': 0.0519964147},2013-08-31,MXN,2018-09-01
2016-09-16,{'USD': 0.051574667500000004},2013-08-31,MXN,2018-09-01
2016-09-19,{'USD': 0.0510173774},2013-08-31,MXN,2018-09-01
2016-09-20,{'USD': 0.050917368500000004},2013-08-31,MXN,2018-09-01
2016-09-21,{'USD': 0.0506668484},2013-08-31,MXN,2018-09-01
2016-09-22,{'USD': 0.0509636751},2013-08-31,MXN,2018-09-01
2016-09-23,{'USD': 0.0509528094},2013-08-31,MXN,2018-09-01
2016-09-26,{'USD': 0.0503669516},2013-08-31,MXN,2018-09-01
2016-09-27,{'USD': 0.051174458400000004},2013-08-31,MXN,2018-09-01
2016-09-28,{'USD': 0.0514490528},2013-08-31,MXN,2018-09-01
2016-09-29,{'USD': 0.0514831043},2013-08-31,MXN,2018-09-01
2016-09-30,{'USD': 0.0513411442},2013-08-31,MXN,2018-09-01
2016-10-03,{'USD': 0.0519824196},2013-08-31,MXN,2018-09-01
2016-10-04,{'USD': 0.051711756000000005},2013-08-31,MXN,2018-09-01
2016-10-05,{'USD': 0.0518717988},2013-08-31,MXN,2018-09-01
2016-10-06,{'USD': 0.0518544274},2013-08-31,MXN,2018-09-01
2016-10-07,{'USD': 0.051669279500000005},2013-08-31,MXN,2018-09-01
2016-10-10,{'USD': 0.052793914500000004},2013-08-31,MXN,2018-09-01
2016-10-11,{'USD': 0.052987259},2013-08-31,MXN,2018-09-01
2016-10-12,{'USD': 0.0528374983},2013-08-31,MXN,2018-09-01
2016-10-13,{'USD': 0.0526793044},2013-08-31,MXN,2018-09-01
2016-10-14,{'USD': 0.052780549600000004},2013-08-31,MXN,2018-09-01
2016-10-17,{'USD': 0.0528052488},2013-08-31,MXN,2018-09-01
2016-10-18,{'USD': 0.053438528400000004},2013-08-31,MXN,2018-09-01
2016-10-19,{'USD': 0.0535953136},2013-08-31,MXN,2018-09-01
2016-10-20,{'USD': 0.0538737059},2013-08-31,MXN,2018-09-01
2016-10-21,{'USD': 0.0536058107},2013-08-31,MXN,2018-09-01
2016-10-24,{'USD': 0.053845735500000005},2013-08-31,MXN,2018-09-01
2016-10-25,{'USD': 0.0540830946},2013-08-31,MXN,2018-09-01
2016-10-26,{'USD': 0.053693947000000006},2013-08-31,MXN,2018-09-01
2016-10-27,{'USD': 0.0534037759},2013-08-31,MXN,2018-09-01
2016-10-28,{'USD': 0.0531290283},2013-08-31,MXN,2018-09-01
2016-10-31,{'USD': 0.052840936500000005},2013-08-31,MXN,2018-09-01
2016-11-01,{'USD': 0.0529589778},2013-08-31,MXN,2018-09-01
2016-11-02,{'USD': 0.051616655000000004},2013-08-31,MXN,2018-09-01
2016-11-03,{'USD': 0.05183998200000001},2013-08-31,MXN,2018-09-01
2016-11-04,{'USD': 0.0522552229},2013-08-31,MXN,2018-09-01
2016-11-07,{'USD': 0.0535978177},2013-08-31,MXN,2018-09-01
2016-11-08,{'USD': 0.053872809800000004},2013-08-31,MXN,2018-09-01
2016-11-09,{'USD': 0.0504388574},2013-08-31,MXN,2018-09-01
2016-11-10,{'USD': 0.0494398032},2013-08-31,MXN,2018-09-01
2016-11-11,{'USD': 0.0480221261},2013-08-31,MXN,2018-09-01
2016-11-14,{'USD': 0.0478926692},2013-08-31,MXN,2018-09-01
2016-11-15,{'USD': 0.048858973900000005},2013-08-31,MXN,2018-09-01
2016-11-16,{'USD': 0.048851742100000005},2013-08-31,MXN,2018-09-01
2016-11-17,{'USD': 0.0492726571},2013-08-31,MXN,2018-09-01
2016-11-18,{'USD': 0.048988791000000004},2013-08-31,MXN,2018-09-01
2016-11-21,{'USD': 0.0488195774},2013-08-31,MXN,2018-09-01
2016-11-22,{'USD': 0.0491880748},2013-08-31,MXN,2018-09-01
2016-11-23,{'USD': 0.048557296},2013-08-31,MXN,2018-09-01
2016-11-24,{'USD': 0.048197395500000004},2013-08-31,MXN,2018-09-01
2016-11-25,{'USD': 0.048425663},2013-08-31,MXN,2018-09-01
2016-11-28,{'USD': 0.0486647975},2013-08-31,MXN,2018-09-01
2016-11-29,{'USD': 0.0483461025},2013-08-31,MXN,2018-09-01
2016-11-30,{'USD': 0.0486115872},2013-08-31,MXN,2018-09-01
2016-12-01,{'USD': 0.0484494534},2013-08-31,MXN,2018-09-01
2016-12-02,{'USD': 0.048119444000000004},2013-08-31,MXN,2018-09-01
2016-12-05,{'USD': 0.0484575713},2013-08-31,MXN,2018-09-01
2016-12-06,{'USD': 0.049078688700000005},2013-08-31,MXN,2018-09-01
2016-12-07,{'USD': 0.0491989693},2013-08-31,MXN,2018-09-01
2016-12-08,{'USD': 0.049160633100000004},2013-08-31,MXN,2018-09-01
2016-12-09,{'USD': 0.048923896700000004},2013-08-31,MXN,2018-09-01
2016-12-12,{'USD': 0.0494050505},2013-08-31,MXN,2018-09-01
2016-12-13,{'USD': 0.0493975455},2013-08-31,MXN,2018-09-01
2016-12-14,{'USD': 0.0493540938},2013-08-31,MXN,2018-09-01
2016-12-15,{'USD': 0.048415427500000004},2013-08-31,MXN,2018-09-01
2016-12-16,{'USD': 0.0491182338},2013-08-31,MXN,2018-09-01
2016-12-19,{'USD': 0.048956929},2013-08-31,MXN,2018-09-01
2016-12-20,{'USD': 0.0490835899},2013-08-31,MXN,2018-09-01
2016-12-21,{'USD': 0.0489138598},2013-08-31,MXN,2018-09-01
2016-12-22,{'USD': 0.0483323846},2013-08-31,MXN,2018-09-01
2016-12-23,{'USD': 0.0483275503},2013-08-31,MXN,2018-09-01
2016-12-27,{'USD': 0.0485037893},2013-08-31,MXN,2018-09-01
2016-12-28,{'USD': 0.0482197497},2013-08-31,MXN,2018-09-01
2016-12-29,{'USD': 0.048319920100000004},2013-08-31,MXN,2018-09-01
2016-12-30,{'USD': 0.048415618300000005},2013-08-31,MXN,2018-09-01
2017-01-02,{'USD': 0.0482118095},2013-08-31,MXN,2018-09-01
2017-01-03,{'USD': 0.048316933000000006},2013-08-31,MXN,2018-09-01
2017-01-04,{'USD': 0.0472885111},2013-08-31,MXN,2018-09-01
2017-01-05,{'USD': 0.0469956947},2013-08-31,MXN,2018-09-01
2017-01-06,{'USD': 0.0470016423},2013-08-31,MXN,2018-09-01
2017-01-09,{'USD': 0.0469590069},2013-08-31,MXN,2018-09-01
2017-01-10,{'USD': 0.0466746467},2013-08-31,MXN,2018-09-01
2017-01-11,{'USD': 0.0457378013},2013-08-31,MXN,2018-09-01
2017-01-12,{'USD': 0.046289553500000004},2013-08-31,MXN,2018-09-01
2017-01-13,{'USD': 0.0461795027},2013-08-31,MXN,2018-09-01
2017-01-16,{'USD': 0.0463064953},2013-08-31,MXN,2018-09-01
2017-01-17,{'USD': 0.0463413576},2013-08-31,MXN,2018-09-01
2017-01-18,{'USD': 0.046097650600000005},2013-08-31,MXN,2018-09-01
2017-01-19,{'USD': 0.045503986100000005},2013-08-31,MXN,2018-09-01
2017-01-20,{'USD': 0.0454942234},2013-08-31,MXN,2018-09-01
2017-01-23,{'USD': 0.0467014767},2013-08-31,MXN,2018-09-01
2017-01-24,{'USD': 0.0469640298},2013-08-31,MXN,2018-09-01
2017-01-25,{'USD': 0.0465722188},2013-08-31,MXN,2018-09-01
2017-01-26,{'USD': 0.0476063356},2013-08-31,MXN,2018-09-01
2017-01-27,{'USD': 0.0473759381},2013-08-31,MXN,2018-09-01
2017-01-30,{'USD': 0.048132216400000004},2013-08-31,MXN,2018-09-01
2017-01-31,{'USD': 0.0482600794},2013-08-31,MXN,2018-09-01
2017-02-01,{'USD': 0.0482979342},2013-08-31,MXN,2018-09-01
2017-02-02,{'USD': 0.0485484429},2013-08-31,MXN,2018-09-01
2017-02-03,{'USD': 0.0487879104},2013-08-31,MXN,2018-09-01
2017-02-06,{'USD': 0.0490887511},2013-08-31,MXN,2018-09-01
2017-02-07,{'USD': 0.0484491726},2013-08-31,MXN,2018-09-01
2017-02-08,{'USD': 0.0486759591},2013-08-31,MXN,2018-09-01
2017-02-09,{'USD': 0.0489159526},2013-08-31,MXN,2018-09-01
2017-02-10,{'USD': 0.0493181576},2013-08-31,MXN,2018-09-01
2017-02-13,{'USD': 0.049148945000000006},2013-08-31,MXN,2018-09-01
2017-02-14,{'USD': 0.0494136691},2013-08-31,MXN,2018-09-01
2017-02-15,{'USD': 0.0491439959},2013-08-31,MXN,2018-09-01
2017-02-16,{'USD': 0.0493205232},2013-08-31,MXN,2018-09-01
2017-02-17,{'USD': 0.0488420087},2013-08-31,MXN,2018-09-01
2017-02-20,{'USD': 0.0488601897},2013-08-31,MXN,2018-09-01
2017-02-21,{'USD': 0.0489462414},2013-08-31,MXN,2018-09-01
2017-02-22,{'USD': 0.049922834000000006},2013-08-31,MXN,2018-09-01
2017-02-23,{'USD': 0.050311682100000005},2013-08-31,MXN,2018-09-01
2017-02-24,{'USD': 0.0507780155},2013-08-31,MXN,2018-09-01
2017-02-27,{'USD': 0.0505252006},2013-08-31,MXN,2018-09-01
2017-02-28,{'USD': 0.0502703985},2013-08-31,MXN,2018-09-01
2017-03-01,{'USD': 0.049895784000000006},2013-08-31,MXN,2018-09-01
2017-03-02,{'USD': 0.0501873553},2013-08-31,MXN,2018-09-01
2017-03-03,{'USD': 0.0508825583},2013-08-31,MXN,2018-09-01
2017-03-06,{'USD': 0.0512039602},2013-08-31,MXN,2018-09-01
2017-03-07,{'USD': 0.051308920800000005},2013-08-31,MXN,2018-09-01
2017-03-08,{'USD': 0.0509631632},2013-08-31,MXN,2018-09-01
2017-03-09,{'USD': 0.0505388705},2013-08-31,MXN,2018-09-01
2017-03-10,{'USD': 0.0505815978},2013-08-31,MXN,2018-09-01
2017-03-13,{'USD': 0.0509221674},2013-08-31,MXN,2018-09-01
2017-03-14,{'USD': 0.0509958363},2013-08-31,MXN,2018-09-01
2017-03-15,{'USD': 0.0510648527},2013-08-31,MXN,2018-09-01
2017-03-16,{'USD': 0.0523807198},2013-08-31,MXN,2018-09-01
2017-03-17,{'USD': 0.0521948374},2013-08-31,MXN,2018-09-01
2017-03-20,{'USD': 0.0523176037},2013-08-31,MXN,2018-09-01
2017-03-21,{'USD': 0.0526726416},2013-08-31,MXN,2018-09-01
2017-03-22,{'USD': 0.052232962800000005},2013-08-31,MXN,2018-09-01
2017-03-23,{'USD': 0.0523688836},2013-08-31,MXN,2018-09-01
2017-03-24,{'USD': 0.0528925701},2013-08-31,MXN,2018-09-01
2017-03-27,{'USD': 0.053138328500000005},2013-08-31,MXN,2018-09-01
2017-03-28,{'USD': 0.0529896012},2013-08-31,MXN,2018-09-01
2017-03-29,{'USD': 0.0528100156},2013-08-31,MXN,2018-09-01
2017-03-30,{'USD': 0.0533573857},2013-08-31,MXN,2018-09-01
2017-03-31,{'USD': 0.0534082678},2013-08-31,MXN,2018-09-01
2017-04-03,{'USD': 0.0533599608},2013-08-31,MXN,2018-09-01
2017-04-04,{'USD': 0.052907924},2013-08-31,MXN,2018-09-01
2017-04-05,{'USD': 0.0533427916},2013-08-31,MXN,2018-09-01
2017-04-06,{'USD': 0.0532254121},2013-08-31,MXN,2018-09-01
2017-04-07,{'USD': 0.0532901531},2013-08-31,MXN,2018-09-01
2017-04-10,{'USD': 0.053536181700000005},2013-08-31,MXN,2018-09-01
2017-04-11,{'USD': 0.0534988964},2013-08-31,MXN,2018-09-01
2017-04-12,{'USD': 0.053188821600000005},2013-08-31,MXN,2018-09-01
2017-04-13,{'USD': 0.0537789448},2013-08-31,MXN,2018-09-01
2017-04-18,{'USD': 0.053875484200000004},2013-08-31,MXN,2018-09-01
2017-04-19,{'USD': 0.053574104600000005},2013-08-31,MXN,2018-09-01
2017-04-20,{'USD': 0.0531983365},2013-08-31,MXN,2018-09-01
2017-04-21,{'USD': 0.053102616400000004},2013-08-31,MXN,2018-09-01
2017-04-24,{'USD': 0.0537983158},2013-08-31,MXN,2018-09-01
2017-04-25,{'USD': 0.0530737555},2013-08-31,MXN,2018-09-01
2017-04-26,{'USD': 0.0528117288},2013-08-31,MXN,2018-09-01
2017-04-27,{'USD': 0.0526631658},2013-08-31,MXN,2018-09-01
2017-04-28,{'USD': 0.0526746988},2013-08-31,MXN,2018-09-01
2017-05-02,{'USD': 0.053356341200000004},2013-08-31,MXN,2018-09-01
2017-05-03,{'USD': 0.0531687483},2013-08-31,MXN,2018-09-01
2017-05-04,{'USD': 0.0526891883},2013-08-31,MXN,2018-09-01
2017-05-05,{'USD': 0.0524766127},2013-08-31,MXN,2018-09-01
2017-05-08,{'USD': 0.052504752200000004},2013-08-31,MXN,2018-09-01
2017-05-09,{'USD': 0.0521540864},2013-08-31,MXN,2018-09-01
2017-05-10,{'USD': 0.0524246775},2013-08-31,MXN,2018-09-01
2017-05-11,{'USD': 0.052705654000000005},2013-08-31,MXN,2018-09-01
2017-05-12,{'USD': 0.0529191664},2013-08-31,MXN,2018-09-01
2017-05-15,{'USD': 0.0535167301},2013-08-31,MXN,2018-09-01
2017-05-16,{'USD': 0.053454559500000005},2013-08-31,MXN,2018-09-01
2017-05-17,{'USD': 0.053566352000000005},2013-08-31,MXN,2018-09-01
2017-05-18,{'USD': 0.0523102233},2013-08-31,MXN,2018-09-01
2017-05-19,{'USD': 0.0533914738},2013-08-31,MXN,2018-09-01
2017-05-22,{'USD': 0.053629776600000005},2013-08-31,MXN,2018-09-01
2017-05-23,{'USD': 0.053723778800000004},2013-08-31,MXN,2018-09-01
2017-05-24,{'USD': 0.053828027300000005},2013-08-31,MXN,2018-09-01
2017-05-25,{'USD': 0.054351408500000004},2013-08-31,MXN,2018-09-01
2017-05-26,{'USD': 0.0541290569},2013-08-31,MXN,2018-09-01
2017-05-29,{'USD': 0.0540266463},2013-08-31,MXN,2018-09-01
2017-05-30,{'USD': 0.053884736},2013-08-31,MXN,2018-09-01
2017-05-31,{'USD': 0.053291476500000004},2013-08-31,MXN,2018-09-01
2017-06-01,{'USD': 0.053628363400000004},2013-08-31,MXN,2018-09-01
2017-06-02,{'USD': 0.0536744791},2013-08-31,MXN,2018-09-01
2017-06-05,{'USD': 0.0543645309},2013-08-31,MXN,2018-09-01
2017-06-06,{'USD': 0.0544035567},2013-08-31,MXN,2018-09-01
2017-06-07,{'USD': 0.0548809128},2013-08-31,MXN,2018-09-01
2017-06-08,{'USD': 0.0548558867},2013-08-31,MXN,2018-09-01
2017-06-09,{'USD': 0.0549119031},2013-08-31,MXN,2018-09-01
2017-06-12,{'USD': 0.0550691493},2013-08-31,MXN,2018-09-01
2017-06-13,{'USD': 0.055205031800000005},2013-08-31,MXN,2018-09-01
2017-06-14,{'USD': 0.0554389889},2013-08-31,MXN,2018-09-01
2017-06-15,{'USD': 0.055325157900000005},2013-08-31,MXN,2018-09-01
2017-06-16,{'USD': 0.0555884652},2013-08-31,MXN,2018-09-01
2017-06-19,{'USD': 0.0556615871},2013-08-31,MXN,2018-09-01
2017-06-20,{'USD': 0.055200942100000004},2013-08-31,MXN,2018-09-01
2017-06-21,{'USD': 0.055029521500000005},2013-08-31,MXN,2018-09-01
2017-06-22,{'USD': 0.0550620181},2013-08-31,MXN,2018-09-01
2017-06-23,{'USD': 0.0554161294},2013-08-31,MXN,2018-09-01
2017-06-26,{'USD': 0.0558200108},2013-08-31,MXN,2018-09-01
2017-06-27,{'USD': 0.0560291721},2013-08-31,MXN,2018-09-01
2017-06-28,{'USD': 0.055665935900000005},2013-08-31,MXN,2018-09-01
2017-06-29,{'USD': 0.0557547631},2013-08-31,MXN,2018-09-01
2017-06-30,{'USD': 0.055441388700000004},2013-08-31,MXN,2018-09-01
2017-07-03,{'USD': 0.0548546008},2013-08-31,MXN,2018-09-01
2017-07-04,{'USD': 0.0549088078},2013-08-31,MXN,2018-09-01
2017-07-05,{'USD': 0.054715459300000005},2013-08-31,MXN,2018-09-01
2017-07-06,{'USD': 0.0544086022},2013-08-31,MXN,2018-09-01
2017-07-07,{'USD': 0.055000771100000005},2013-08-31,MXN,2018-09-01
2017-07-10,{'USD': 0.0555786042},2013-08-31,MXN,2018-09-01
2017-07-11,{'USD': 0.0555095882},2013-08-31,MXN,2018-09-01
2017-07-12,{'USD': 0.0559500364},2013-08-31,MXN,2018-09-01
2017-07-13,{'USD': 0.0561827057},2013-08-31,MXN,2018-09-01
2017-07-14,{'USD': 0.0566802223},2013-08-31,MXN,2018-09-01
2017-07-17,{'USD': 0.0569681909},2013-08-31,MXN,2018-09-01
2017-07-18,{'USD': 0.0571215297},2013-08-31,MXN,2018-09-01
2017-07-19,{'USD': 0.0571648079},2013-08-31,MXN,2018-09-01
2017-07-20,{'USD': 0.056846586000000005},2013-08-31,MXN,2018-09-01
2017-07-21,{'USD': 0.0571355657},2013-08-31,MXN,2018-09-01
2017-07-24,{'USD': 0.0565486305},2013-08-31,MXN,2018-09-01
2017-07-25,{'USD': 0.0564352279},2013-08-31,MXN,2018-09-01
2017-07-26,{'USD': 0.056348115600000005},2013-08-31,MXN,2018-09-01
2017-07-27,{'USD': 0.0567267859},2013-08-31,MXN,2018-09-01
2017-07-28,{'USD': 0.0563653052},2013-08-31,MXN,2018-09-01
2017-07-31,{'USD': 0.0562122519},2013-08-31,MXN,2018-09-01
2017-08-01,{'USD': 0.056241459300000005},2013-08-31,MXN,2018-09-01
2017-08-02,{'USD': 0.05583035200000001},2013-08-31,MXN,2018-09-01
2017-08-03,{'USD': 0.0560928891},2013-08-31,MXN,2018-09-01
2017-08-04,{'USD': 0.0561548944},2013-08-31,MXN,2018-09-01
2017-08-07,{'USD': 0.055768285300000005},2013-08-31,MXN,2018-09-01
2017-08-08,{'USD': 0.055849177900000005},2013-08-31,MXN,2018-09-01
2017-08-09,{'USD': 0.055689532400000005},2013-08-31,MXN,2018-09-01
2017-08-10,{'USD': 0.0557215254},2013-08-31,MXN,2018-09-01
2017-08-11,{'USD': 0.0555710379},2013-08-31,MXN,2018-09-01
2017-08-14,{'USD': 0.0563169829},2013-08-31,MXN,2018-09-01
2017-08-15,{'USD': 0.056073070700000005},2013-08-31,MXN,2018-09-01
2017-08-16,{'USD': 0.0562510208},2013-08-31,MXN,2018-09-01
2017-08-17,{'USD': 0.0564532476},2013-08-31,MXN,2018-09-01
2017-08-18,{'USD': 0.0559159451},2013-08-31,MXN,2018-09-01
2017-08-21,{'USD': 0.056456142200000003},2013-08-31,MXN,2018-09-01
2017-08-22,{'USD': 0.0566166603},2013-08-31,MXN,2018-09-01
2017-08-23,{'USD': 0.056161645},2013-08-31,MXN,2018-09-01
2017-08-24,{'USD': 0.056623229600000005},2013-08-31,MXN,2018-09-01
2017-08-25,{'USD': 0.0566480367},2013-08-31,MXN,2018-09-01
2017-08-28,{'USD': 0.056628233900000005},2013-08-31,MXN,2018-09-01
2017-08-29,{'USD': 0.0559840895},2013-08-31,MXN,2018-09-01
2017-08-30,{'USD': 0.055978089800000005},2013-08-31,MXN,2018-09-01
2017-08-31,{'USD': 0.0560843851},2013-08-31,MXN,2018-09-01
2017-09-01,{'USD': 0.0560656231},2013-08-31,MXN,2018-09-01
2017-09-04,{'USD': 0.0559977046},2013-08-31,MXN,2018-09-01
2017-09-05,{'USD': 0.0560360063},2013-08-31,MXN,2018-09-01
2017-09-06,{'USD': 0.0560309201},2013-08-31,MXN,2018-09-01
2017-09-07,{'USD': 0.0563850632},2013-08-31,MXN,2018-09-01
2017-09-08,{'USD': 0.0565183567},2013-08-31,MXN,2018-09-01
2017-09-11,{'USD': 0.056551477100000004},2013-08-31,MXN,2018-09-01
2017-09-12,{'USD': 0.0564750091},2013-08-31,MXN,2018-09-01
2017-09-13,{'USD': 0.0562854163},2013-08-31,MXN,2018-09-01
2017-09-14,{'USD': 0.0562664811},2013-08-31,MXN,2018-09-01
2017-09-15,{'USD': 0.0565998458},2013-08-31,MXN,2018-09-01
2017-09-18,{'USD': 0.0565532257},2013-08-31,MXN,2018-09-01
2017-09-19,{'USD': 0.0563401492},2013-08-31,MXN,2018-09-01
2017-09-20,{'USD': 0.056332015000000006},2013-08-31,MXN,2018-09-01
2017-09-21,{'USD': 0.0560895171},2013-08-31,MXN,2018-09-01
2017-09-22,{'USD': 0.0561799864},2013-08-31,MXN,2018-09-01
2017-09-25,{'USD': 0.056166374000000005},2013-08-31,MXN,2018-09-01
2017-09-26,{'USD': 0.05564499},2013-08-31,MXN,2018-09-01
2017-09-27,{'USD': 0.055268670400000004},2013-08-31,MXN,2018-09-01
2017-09-28,{'USD': 0.0550487016},2013-08-31,MXN,2018-09-01
2017-09-29,{'USD': 0.0550103907},2013-08-31,MXN,2018-09-01
2017-10-02,{'USD': 0.0545907553},2013-08-31,MXN,2018-09-01
2017-10-03,{'USD': 0.054744559500000005},2013-08-31,MXN,2018-09-01
2017-10-04,{'USD': 0.055112919100000005},2013-08-31,MXN,2018-09-01
2017-10-05,{'USD': 0.054841738},2013-08-31,MXN,2018-09-01
2017-10-06,{'USD': 0.0540614177},2013-08-31,MXN,2018-09-01
2017-10-09,{'USD': 0.053673917},2013-08-31,MXN,2018-09-01
2017-10-10,{'USD': 0.053845451600000004},2013-08-31,MXN,2018-09-01
2017-10-11,{'USD': 0.0532482322},2013-08-31,MXN,2018-09-01
2017-10-12,{'USD': 0.053380158000000004},2013-08-31,MXN,2018-09-01
2017-10-13,{'USD': 0.052751238400000004},2013-08-31,MXN,2018-09-01
2017-10-16,{'USD': 0.0524738698},2013-08-31,MXN,2018-09-01
2017-10-17,{'USD': 0.052417377700000004},2013-08-31,MXN,2018-09-01
2017-10-18,{'USD': 0.0530881881},2013-08-31,MXN,2018-09-01
2017-10-19,{'USD': 0.0531337413},2013-08-31,MXN,2018-09-01
2017-10-20,{'USD': 0.0529295318},2013-08-31,MXN,2018-09-01
2017-10-23,{'USD': 0.0526641606},2013-08-31,MXN,2018-09-01
2017-10-24,{'USD': 0.0523080755},2013-08-31,MXN,2018-09-01
2017-10-25,{'USD': 0.0521395579},2013-08-31,MXN,2018-09-01
2017-10-26,{'USD': 0.052542873000000004},2013-08-31,MXN,2018-09-01
2017-10-27,{'USD': 0.0519206851},2013-08-31,MXN,2018-09-01
2017-10-30,{'USD': 0.0523619704},2013-08-31,MXN,2018-09-01
2017-10-31,{'USD': 0.0521972354},2013-08-31,MXN,2018-09-01
2017-11-01,{'USD': 0.0521266806},2013-08-31,MXN,2018-09-01
2017-11-02,{'USD': 0.052379924300000005},2013-08-31,MXN,2018-09-01
2017-11-03,{'USD': 0.0526465541},2013-08-31,MXN,2018-09-01
2017-11-06,{'USD': 0.052348926600000005},2013-08-31,MXN,2018-09-01
2017-11-07,{'USD': 0.052385008500000003},2013-08-31,MXN,2018-09-01
2017-11-08,{'USD': 0.0524398796},2013-08-31,MXN,2018-09-01
2017-11-09,{'USD': 0.0522894036},2013-08-31,MXN,2018-09-01
2017-11-10,{'USD': 0.052438333000000004},2013-08-31,MXN,2018-09-01
2017-11-13,{'USD': 0.0521563258},2013-08-31,MXN,2018-09-01
2017-11-14,{'USD': 0.0523708453},2013-08-31,MXN,2018-09-01
2017-11-15,{'USD': 0.0521845676},2013-08-31,MXN,2018-09-01
2017-11-16,{'USD': 0.0522405613},2013-08-31,MXN,2018-09-01
2017-11-17,{'USD': 0.0525148818},2013-08-31,MXN,2018-09-01
2017-11-20,{'USD': 0.0527140038},2013-08-31,MXN,2018-09-01
2017-11-21,{'USD': 0.0527776026},2013-08-31,MXN,2018-09-01
2017-11-22,{'USD': 0.0531665045},2013-08-31,MXN,2018-09-01
2017-11-23,{'USD': 0.0536285741},2013-08-31,MXN,2018-09-01
2017-11-24,{'USD': 0.0537187466},2013-08-31,MXN,2018-09-01
2017-11-27,{'USD': 0.054014968000000003},2013-08-31,MXN,2018-09-01
2017-11-28,{'USD': 0.0539456369},2013-08-31,MXN,2018-09-01
