,rates,start_at,base,end_at
2013-10-14,{'MXN': 13.0325125332},2013-08-31,USD,2018-09-01
2013-10-15,{'MXN': 13.0012599125},2013-08-31,USD,2018-09-01
2013-10-16,{'MXN': 12.9645306393},2013-08-31,USD,2018-09-01
2013-10-17,{'MXN': 12.8329673547},2013-08-31,USD,2018-09-01
2013-10-18,{'MXN': 12.786977492},2013-08-31,USD,2018-09-01
2013-10-21,{'MXN': 12.8662471647},2013-08-31,USD,2018-09-01
2013-10-22,{'MXN': 12.9967822144},2013-08-31,USD,2018-09-01
2013-10-23,{'MXN': 12.9352821408},2013-08-31,USD,2018-09-01
2013-10-24,{'MXN': 13.0199927562},2013-08-31,USD,2018-09-01
2013-10-25,{'MXN': 12.9722726283},2013-08-31,USD,2018-09-01
2013-10-28,{'MXN': 12.8867527568},2013-08-31,USD,2018-09-01
2013-10-29,{'MXN': 12.9169814062},2013-08-31,USD,2018-09-01
2013-10-30,{'MXN': 12.8809887314},2013-08-31,USD,2018-09-01
2013-10-31,{'MXN': 12.9560149549},2013-08-31,USD,2018-09-01
2013-11-01,{'MXN': 13.084265087},2013-08-31,USD,2018-09-01
2013-11-04,{'MXN': 13.014215904},2013-08-31,USD,2018-09-01
2013-11-05,{'MXN': 13.0669927375},2013-08-31,USD,2018-09-01
2013-11-06,{'MXN': 13.1024635644},2013-08-31,USD,2018-09-01
2013-11-07,{'MXN': 13.1274971942},2013-08-31,USD,2018-09-01
2013-11-08,{'MXN': 13.1909761001},2013-08-31,USD,2018-09-01
2013-11-11,{'MXN': 13.175003733},2013-08-31,USD,2018-09-01
2013-11-12,{'MXN': 13.2120309708},2013-08-31,USD,2018-09-01
2013-11-13,{'MXN': 13.171524413},2013-08-31,USD,2018-09-01
2013-11-14,{'MXN': 13.0660166716},2013-08-31,USD,2018-09-01
2013-11-15,{'MXN': 12.9752600297},2013-08-31,USD,2018-09-01
2013-11-18,{'MXN': 12.8990160539},2013-08-31,USD,2018-09-01
2013-11-19,{'MXN': 12.9140127389},2013-08-31,USD,2018-09-01
2013-11-20,{'MXN': 12.9600059141},2013-08-31,USD,2018-09-01
2013-11-21,{'MXN': 13.1127523753},2013-08-31,USD,2018-09-01
2013-11-22,{'MXN': 13.0320313656},2013-08-31,USD,2018-09-01
2013-11-25,{'MXN': 12.9937842238},2013-08-31,USD,2018-09-01
2013-11-26,{'MXN': 13.0812726065},2013-08-31,USD,2018-09-01
2013-11-27,{'MXN': 13.1070167696},2013-08-31,USD,2018-09-01
2013-11-28,{'MXN': 13.1094761624},2013-08-31,USD,2018-09-01
2013-11-29,{'MXN': 13.058775990000001},2013-08-31,USD,2018-09-01
2013-12-02,{'MXN': 13.1410313239},2013-08-31,USD,2018-09-01
2013-12-03,{'MXN': 13.2417145382},2013-08-31,USD,2018-09-01
2013-12-04,{'MXN': 13.133534432},2013-08-31,USD,2018-09-01
2013-12-05,{'MXN': 13.0267765191},2013-08-31,USD,2018-09-01
2013-12-06,{'MXN': 13.0552668179},2013-08-31,USD,2018-09-01
2013-12-09,{'MXN': 12.832968955},2013-08-31,USD,2018-09-01
2013-12-10,{'MXN': 12.8544727273},2013-08-31,USD,2018-09-01
2013-12-11,{'MXN': 12.8887194015},2013-08-31,USD,2018-09-01
2013-12-12,{'MXN': 12.9780036298},2013-08-31,USD,2018-09-01
2013-12-13,{'MXN': 12.9512639324},2013-08-31,USD,2018-09-01
2013-12-16,{'MXN': 12.9219657375},2013-08-31,USD,2018-09-01
2013-12-17,{'MXN': 12.9365044731},2013-08-31,USD,2018-09-01
2013-12-18,{'MXN': 12.9617426722},2013-08-31,USD,2018-09-01
2013-12-19,{'MXN': 12.973732348},2013-08-31,USD,2018-09-01
2013-12-20,{'MXN': 13.0574880996},2013-08-31,USD,2018-09-01
2013-12-23,{'MXN': 12.9675229893},2013-08-31,USD,2018-09-01
2013-12-24,{'MXN': 12.9832651272},2013-08-31,USD,2018-09-01
2013-12-27,{'MXN': 13.1197336036},2013-08-31,USD,2018-09-01
2013-12-30,{'MXN': 13.0665312341},2013-08-31,USD,2018-09-01
2013-12-31,{'MXN': 13.1049960119},2013-08-31,USD,2018-09-01
2014-01-02,{'MXN': 13.1339874066},2013-08-31,USD,2018-09-01
2014-01-03,{'MXN': 13.0709989732},2013-08-31,USD,2018-09-01
2014-01-06,{'MXN': 13.1249816203},2013-08-31,USD,2018-09-01
2014-01-07,{'MXN': 13.0549813064},2013-08-31,USD,2018-09-01
2014-01-08,{'MXN': 13.0244961012},2013-08-31,USD,2018-09-01
2014-01-09,{'MXN': 13.1236409051},2013-08-31,USD,2018-09-01
2014-01-10,{'MXN': 13.080002944},2013-08-31,USD,2018-09-01
2014-01-13,{'MXN': 13.0102534056},2013-08-31,USD,2018-09-01
2014-01-14,{'MXN': 13.1085095485},2013-08-31,USD,2018-09-01
2014-01-15,{'MXN': 13.1150227841},2013-08-31,USD,2018-09-01
2014-01-16,{'MXN': 13.270500845800001},2013-08-31,USD,2018-09-01
2014-01-17,{'MXN': 13.3177267373},2013-08-31,USD,2018-09-01
2014-01-20,{'MXN': 13.2349992629},2013-08-31,USD,2018-09-01
2014-01-21,{'MXN': 13.3125092415},2013-08-31,USD,2018-09-01
2014-01-22,{'MXN': 13.3009730208},2013-08-31,USD,2018-09-01
2014-01-23,{'MXN': 13.3550113645},2013-08-31,USD,2018-09-01
2014-01-24,{'MXN': 13.4860086213},2013-08-31,USD,2018-09-01
2014-01-27,{'MXN': 13.3950065895},2013-08-31,USD,2018-09-01
2014-01-28,{'MXN': 13.2910103304},2013-08-31,USD,2018-09-01
2014-01-29,{'MXN': 13.3120223398},2013-08-31,USD,2018-09-01
2014-01-30,{'MXN': 13.3424930013},2013-08-31,USD,2018-09-01
2014-01-31,{'MXN': 13.4369635987},2013-08-31,USD,2018-09-01
2014-02-03,{'MXN': 13.3273077493},2013-08-31,USD,2018-09-01
2014-02-04,{'MXN': 13.3975146091},2013-08-31,USD,2018-09-01
2014-02-05,{'MXN': 13.3375175367},2013-08-31,USD,2018-09-01
2014-02-06,{'MXN': 13.2494998147},2013-08-31,USD,2018-09-01
2014-02-07,{'MXN': 13.3435243849},2013-08-31,USD,2018-09-01
2014-02-10,{'MXN': 13.2990174512},2013-08-31,USD,2018-09-01
2014-02-11,{'MXN': 13.2787364727},2013-08-31,USD,2018-09-01
2014-02-12,{'MXN': 13.3089958005},2013-08-31,USD,2018-09-01
2014-02-13,{'MXN': 13.3619744059},2013-08-31,USD,2018-09-01
2014-02-14,{'MXN': 13.2540307872},2013-08-31,USD,2018-09-01
2014-02-17,{'MXN': 13.2232279728},2013-08-31,USD,2018-09-01
2014-02-18,{'MXN': 13.2085062996},2013-08-31,USD,2018-09-01
2014-02-19,{'MXN': 13.2755183703},2013-08-31,USD,2018-09-01
2014-02-20,{'MXN': 13.3300014592},2013-08-31,USD,2018-09-01
2014-02-21,{'MXN': 13.3032756985},2013-08-31,USD,2018-09-01
2014-02-24,{'MXN': 13.2599927193},2013-08-31,USD,2018-09-01
2014-02-25,{'MXN': 13.2557801367},2013-08-31,USD,2018-09-01
2014-02-26,{'MXN': 13.2584875419},2013-08-31,USD,2018-09-01
2014-02-27,{'MXN': 13.3329671939},2013-08-31,USD,2018-09-01
2014-02-28,{'MXN': 13.2549771954},2013-08-31,USD,2018-09-01
2014-03-03,{'MXN': 13.2914729808},2013-08-31,USD,2018-09-01
2014-03-04,{'MXN': 13.290020337},2013-08-31,USD,2018-09-01
2014-03-05,{'MXN': 13.25},2013-08-31,USD,2018-09-01
2014-03-06,{'MXN': 13.1912695526},2013-08-31,USD,2018-09-01
2014-03-07,{'MXN': 13.1679861811},2013-08-31,USD,2018-09-01
2014-03-10,{'MXN': 13.1860096535},2013-08-31,USD,2018-09-01
2014-03-11,{'MXN': 13.2319855596},2013-08-31,USD,2018-09-01
2014-03-12,{'MXN': 13.2775257435},2013-08-31,USD,2018-09-01
2014-03-13,{'MXN': 13.1900014345},2013-08-31,USD,2018-09-01
2014-03-14,{'MXN': 13.2924949582},2013-08-31,USD,2018-09-01
2014-03-17,{'MXN': 13.2109880627},2013-08-31,USD,2018-09-01
2014-03-18,{'MXN': 13.1899726658},2013-08-31,USD,2018-09-01
2014-03-19,{'MXN': 13.1559692374},2013-08-31,USD,2018-09-01
2014-03-20,{'MXN': 13.2849876471},2013-08-31,USD,2018-09-01
2014-03-21,{'MXN': 13.2579825835},2013-08-31,USD,2018-09-01
2014-03-24,{'MXN': 13.1918832583},2013-08-31,USD,2018-09-01
2014-03-25,{'MXN': 13.1449706288},2013-08-31,USD,2018-09-01
2014-03-26,{'MXN': 13.1234863317},2013-08-31,USD,2018-09-01
2014-03-27,{'MXN': 13.1127344091},2013-08-31,USD,2018-09-01
2014-03-28,{'MXN': 13.0768224435},2013-08-31,USD,2018-09-01
2014-03-31,{'MXN': 13.0654917319},2013-08-31,USD,2018-09-01
2014-04-01,{'MXN': 13.072008702},2013-08-31,USD,2018-09-01
2014-04-02,{'MXN': 13.0614715477},2013-08-31,USD,2018-09-01
2014-04-03,{'MXN': 13.1140076973},2013-08-31,USD,2018-09-01
2014-04-04,{'MXN': 13.1084671533},2013-08-31,USD,2018-09-01
2014-04-07,{'MXN': 13.0475114771},2013-08-31,USD,2018-09-01
2014-04-08,{'MXN': 12.9655147379},2013-08-31,USD,2018-09-01
2014-04-09,{'MXN': 13.0509641873},2013-08-31,USD,2018-09-01
2014-04-10,{'MXN': 12.9899762025},2013-08-31,USD,2018-09-01
2014-04-11,{'MXN': 13.0940023068},2013-08-31,USD,2018-09-01
2014-04-14,{'MXN': 13.0535184783},2013-08-31,USD,2018-09-01
2014-04-15,{'MXN': 13.0415127146},2013-08-31,USD,2018-09-01
2014-04-16,{'MXN': 13.0544797688},2013-08-31,USD,2018-09-01
2014-04-17,{'MXN': 13.0630097438},2013-08-31,USD,2018-09-01
2014-04-22,{'MXN': 13.0434971412},2013-08-31,USD,2018-09-01
2014-04-23,{'MXN': 13.0699725314},2013-08-31,USD,2018-09-01
2014-04-24,{'MXN': 13.0714905933},2013-08-31,USD,2018-09-01
2014-04-25,{'MXN': 13.1262381607},2013-08-31,USD,2018-09-01
2014-04-28,{'MXN': 13.1170189741},2013-08-31,USD,2018-09-01
2014-04-29,{'MXN': 13.0842615362},2013-08-31,USD,2018-09-01
2014-04-30,{'MXN': 13.1070036101},2013-08-31,USD,2018-09-01
2014-05-02,{'MXN': 13.0300100996},2013-08-31,USD,2018-09-01
2014-05-05,{'MXN': 13.0415165057},2013-08-31,USD,2018-09-01
2014-05-06,{'MXN': 13.0279670133},2013-08-31,USD,2018-09-01
2014-05-07,{'MXN': 13.0192431967},2013-08-31,USD,2018-09-01
2014-05-08,{'MXN': 12.9620153372},2013-08-31,USD,2018-09-01
2014-05-09,{'MXN': 12.9637181627},2013-08-31,USD,2018-09-01
2014-05-12,{'MXN': 12.9405012713},2013-08-31,USD,2018-09-01
2014-05-13,{'MXN': 12.928993651},2013-08-31,USD,2018-09-01
2014-05-14,{'MXN': 12.9262336905},2013-08-31,USD,2018-09-01
2014-05-15,{'MXN': 12.9174902994},2013-08-31,USD,2018-09-01
2014-05-16,{'MXN': 12.9480140187},2013-08-31,USD,2018-09-01
2014-05-19,{'MXN': 12.9170251549},2013-08-31,USD,2018-09-01
2014-05-20,{'MXN': 12.9345351044},2013-08-31,USD,2018-09-01
2014-05-21,{'MXN': 12.9105001462},2013-08-31,USD,2018-09-01
2014-05-22,{'MXN': 12.9304945859},2013-08-31,USD,2018-09-01
2014-05-23,{'MXN': 12.8934702861},2013-08-31,USD,2018-09-01
2014-05-26,{'MXN': 12.8569856986},2013-08-31,USD,2018-09-01
2014-05-27,{'MXN': 12.8815075524},2013-08-31,USD,2018-09-01
2014-05-28,{'MXN': 12.8819811875},2013-08-31,USD,2018-09-01
2014-05-29,{'MXN': 12.8579929474},2013-08-31,USD,2018-09-01
2014-05-30,{'MXN': 12.848754317600001},2013-08-31,USD,2018-09-01
2014-06-02,{'MXN': 12.8754683712},2013-08-31,USD,2018-09-01
2014-06-03,{'MXN': 12.9245144742},2013-08-31,USD,2018-09-01
2014-06-04,{'MXN': 12.9481177075},2013-08-31,USD,2018-09-01
2014-06-05,{'MXN': 12.8949657257},2013-08-31,USD,2018-09-01
2014-06-06,{'MXN': 12.8574989005},2013-08-31,USD,2018-09-01
2014-06-09,{'MXN': 12.9299676661},2013-08-31,USD,2018-09-01
2014-06-10,{'MXN': 13.0430353584},2013-08-31,USD,2018-09-01
2014-06-11,{'MXN': 13.040008858},2013-08-31,USD,2018-09-01
2014-06-12,{'MXN': 12.9929775281},2013-08-31,USD,2018-09-01
2014-06-13,{'MXN': 13.0077582385},2013-08-31,USD,2018-09-01
2014-06-16,{'MXN': 13.0435264558},2013-08-31,USD,2018-09-01
2014-06-17,{'MXN': 13.0384728774},2013-08-31,USD,2018-09-01
2014-06-18,{'MXN': 13.0879598909},2013-08-31,USD,2018-09-01
2014-06-19,{'MXN': 12.9790014684},2013-08-31,USD,2018-09-01
2014-06-20,{'MXN': 13.0105239918},2013-08-31,USD,2018-09-01
2014-06-23,{'MXN': 12.9807296264},2013-08-31,USD,2018-09-01
2014-06-24,{'MXN': 13.0195329711},2013-08-31,USD,2018-09-01
2014-06-25,{'MXN': 13.0509731913},2013-08-31,USD,2018-09-01
2014-06-26,{'MXN': 13.0210201382},2013-08-31,USD,2018-09-01
2014-06-27,{'MXN': 13.0019823789},2013-08-31,USD,2018-09-01
2014-06-30,{'MXN': 12.9685166203},2013-08-31,USD,2018-09-01
2014-07-01,{'MXN': 12.986484512},2013-08-31,USD,2018-09-01
2014-07-02,{'MXN': 12.9450058582},2013-08-31,USD,2018-09-01
2014-07-03,{'MXN': 12.9969954565},2013-08-31,USD,2018-09-01
2014-07-04,{'MXN': 12.9735060347},2013-08-31,USD,2018-09-01
2014-07-07,{'MXN': 12.9794732195},2013-08-31,USD,2018-09-01
2014-07-08,{'MXN': 12.9949959526},2013-08-31,USD,2018-09-01
2014-07-09,{'MXN': 13.0},2013-08-31,USD,2018-09-01
2014-07-10,{'MXN': 13.0139664804},2013-08-31,USD,2018-09-01
2014-07-11,{'MXN': 12.9987495403},2013-08-31,USD,2018-09-01
2014-07-14,{'MXN': 12.9859837088},2013-08-31,USD,2018-09-01
2014-07-15,{'MXN': 12.9670168222},2013-08-31,USD,2018-09-01
2014-07-16,{'MXN': 12.9455365061},2013-08-31,USD,2018-09-01
2014-07-17,{'MXN': 12.9424768946},2013-08-31,USD,2018-09-01
2014-07-18,{'MXN': 12.9529759704},2013-08-31,USD,2018-09-01
2014-07-21,{'MXN': 12.9729989643},2013-08-31,USD,2018-09-01
2014-07-22,{'MXN': 12.975743639200001},2013-08-31,USD,2018-09-01
2014-07-23,{'MXN': 12.9352395098},2013-08-31,USD,2018-09-01
2014-07-24,{'MXN': 12.9429928741},2013-08-31,USD,2018-09-01
2014-07-25,{'MXN': 12.9584821429},2013-08-31,USD,2018-09-01
2014-07-28,{'MXN': 12.9600238219},2013-08-31,USD,2018-09-01
2014-07-29,{'MXN': 13.0137761561},2013-08-31,USD,2018-09-01
2014-07-30,{'MXN': 13.0814864562},2013-08-31,USD,2018-09-01
2014-07-31,{'MXN': 13.1814784364},2013-08-31,USD,2018-09-01
2014-08-01,{'MXN': 13.2524822695},2013-08-31,USD,2018-09-01
2014-08-04,{'MXN': 13.1910296528},2013-08-31,USD,2018-09-01
2014-08-05,{'MXN': 13.2137199223},2013-08-31,USD,2018-09-01
2014-08-06,{'MXN': 13.3010116148},2013-08-31,USD,2018-09-01
2014-08-07,{'MXN': 13.2375074806},2013-08-31,USD,2018-09-01
2014-08-08,{'MXN': 13.2420077682},2013-08-31,USD,2018-09-01
2014-08-11,{'MXN': 13.2289705663},2013-08-31,USD,2018-09-01
2014-08-12,{'MXN': 13.1975123633},2013-08-31,USD,2018-09-01
2014-08-13,{'MXN': 13.1259730539},2013-08-31,USD,2018-09-01
2014-08-14,{'MXN': 13.1070066552},2013-08-31,USD,2018-09-01
2014-08-15,{'MXN': 13.046758291},2013-08-31,USD,2018-09-01
2014-08-18,{'MXN': 13.0559665247},2013-08-31,USD,2018-09-01
2014-08-19,{'MXN': 13.0539913135},2013-08-31,USD,2018-09-01
2014-08-20,{'MXN': 13.0825052695},2013-08-31,USD,2018-09-01
2014-08-21,{'MXN': 13.1085055044},2013-08-31,USD,2018-09-01
2014-08-22,{'MXN': 13.1110273611},2013-08-31,USD,2018-09-01
2014-08-25,{'MXN': 13.124469697},2013-08-31,USD,2018-09-01
2014-08-26,{'MXN': 13.1120375985},2013-08-31,USD,2018-09-01
2014-08-27,{'MXN': 13.0695150641},2013-08-31,USD,2018-09-01
2014-08-28,{'MXN': 13.1032781909},2013-08-31,USD,2018-09-01
2014-08-29,{'MXN': 13.0925083409},2013-08-31,USD,2018-09-01
2014-09-01,{'MXN': 13.0832254626},2013-08-31,USD,2018-09-01
2014-09-02,{'MXN': 13.1305375524},2013-08-31,USD,2018-09-01
2014-09-03,{'MXN': 13.0805261957},2013-08-31,USD,2018-09-01
2014-09-04,{'MXN': 13.0789857856},2013-08-31,USD,2018-09-01
2014-09-05,{'MXN': 13.1445010812},2013-08-31,USD,2018-09-01
2014-09-08,{'MXN': 13.0624855179},2013-08-31,USD,2018-09-01
2014-09-09,{'MXN': 13.1844675244},2013-08-31,USD,2018-09-01
2014-09-10,{'MXN': 13.2365225462},2013-08-31,USD,2018-09-01
2014-09-11,{'MXN': 13.2234684406},2013-08-31,USD,2018-09-01
2014-09-12,{'MXN': 13.2449926533},2013-08-31,USD,2018-09-01
2014-09-15,{'MXN': 13.2351483231},2013-08-31,USD,2018-09-01
2014-09-16,{'MXN': 13.2257317167},2013-08-31,USD,2018-09-01
2014-09-17,{'MXN': 13.1832355665},2013-08-31,USD,2018-09-01
2014-09-18,{'MXN': 13.2690335612},2013-08-31,USD,2018-09-01
2014-09-19,{'MXN': 13.2075163399},2013-08-31,USD,2018-09-01
2014-09-22,{'MXN': 13.242506812},2013-08-31,USD,2018-09-01
2014-09-23,{'MXN': 13.2424759541},2013-08-31,USD,2018-09-01
2014-09-24,{'MXN': 13.2862154998},2013-08-31,USD,2018-09-01
2014-09-25,{'MXN': 13.3599748269},2013-08-31,USD,2018-09-01
2014-09-26,{'MXN': 13.3797518065},2013-08-31,USD,2018-09-01
2014-09-29,{'MXN': 13.530037005},2013-08-31,USD,2018-09-01
2014-09-30,{'MXN': 13.5084638004},2013-08-31,USD,2018-09-01
2014-10-01,{'MXN': 13.439022455},2013-08-31,USD,2018-09-01
2014-10-02,{'MXN': 13.422531866},2013-08-31,USD,2018-09-01
2014-10-03,{'MXN': 13.3994927077},2013-08-31,USD,2018-09-01
2014-10-06,{'MXN': 13.3739753283},2013-08-31,USD,2018-09-01
2014-10-07,{'MXN': 13.4069961133},2013-08-31,USD,2018-09-01
2014-10-08,{'MXN': 13.4719652036},2013-08-31,USD,2018-09-01
2014-10-09,{'MXN': 13.3245318499},2013-08-31,USD,2018-09-01
2014-10-10,{'MXN': 13.4642348473},2013-08-31,USD,2018-09-01
2014-10-13,{'MXN': 13.4329994479},2013-08-31,USD,2018-09-01
2014-10-14,{'MXN': 13.4369761189},2013-08-31,USD,2018-09-01
2014-10-15,{'MXN': 13.465024475},2013-08-31,USD,2018-09-01
2014-10-16,{'MXN': 13.6285198839},2013-08-31,USD,2018-09-01
2014-10-17,{'MXN': 13.5019886142},2013-08-31,USD,2018-09-01
2014-10-20,{'MXN': 13.5214906443},2013-08-31,USD,2018-09-01
2014-10-21,{'MXN': 13.5050148879},2013-08-31,USD,2018-09-01
2014-10-22,{'MXN': 13.5352556527},2013-08-31,USD,2018-09-01
2014-10-23,{'MXN': 13.5050122346},2013-08-31,USD,2018-09-01
2014-10-24,{'MXN': 13.5402480449},2013-08-31,USD,2018-09-01
2014-10-27,{'MXN': 13.5759917975},2013-08-31,USD,2018-09-01
2014-10-28,{'MXN': 13.5014904299},2013-08-31,USD,2018-09-01
2014-10-29,{'MXN': 13.4519902646},2013-08-31,USD,2018-09-01
2014-10-30,{'MXN': 13.4518971265},2013-08-31,USD,2018-09-01
2014-10-31,{'MXN': 13.47101565},2013-08-31,USD,2018-09-01
2014-11-03,{'MXN': 13.4989994397},2013-08-31,USD,2018-09-01
2014-11-04,{'MXN': 13.6495125459},2013-08-31,USD,2018-09-01
2014-11-05,{'MXN': 13.6084935897},2013-08-31,USD,2018-09-01
2014-11-06,{'MXN': 13.5755372693},2013-08-31,USD,2018-09-01
2014-11-07,{'MXN': 13.6322117324},2013-08-31,USD,2018-09-01
2014-11-10,{'MXN': 13.5300336377},2013-08-31,USD,2018-09-01
2014-11-11,{'MXN': 13.6010141661},2013-08-31,USD,2018-09-01
2014-11-12,{'MXN': 13.6100104275},2013-08-31,USD,2018-09-01
2014-11-13,{'MXN': 13.5872671805},2013-08-31,USD,2018-09-01
2014-11-14,{'MXN': 13.6250402059},2013-08-31,USD,2018-09-01
2014-11-17,{'MXN': 13.5674615877},2013-08-31,USD,2018-09-01
2014-11-18,{'MXN': 13.5584944862},2013-08-31,USD,2018-09-01
2014-11-19,{'MXN': 13.5850019944},2013-08-31,USD,2018-09-01
2014-11-20,{'MXN': 13.6042746631},2013-08-31,USD,2018-09-01
2014-11-21,{'MXN': 13.6135082917},2013-08-31,USD,2018-09-01
2014-11-24,{'MXN': 13.621837228},2013-08-31,USD,2018-09-01
2014-11-25,{'MXN': 13.6586445589},2013-08-31,USD,2018-09-01
2014-11-26,{'MXN': 13.68},2013-08-31,USD,2018-09-01
2014-11-27,{'MXN': 13.7232371795},2013-08-31,USD,2018-09-01
2014-11-28,{'MXN': 13.8355363294},2013-08-31,USD,2018-09-01
2014-12-01,{'MXN': 13.9122624108},2013-08-31,USD,2018-09-01
2014-12-02,{'MXN': 14.0189954926},2013-08-31,USD,2018-09-01
2014-12-03,{'MXN': 14.0799610737},2013-08-31,USD,2018-09-01
2014-12-04,{'MXN': 14.112825928},2013-08-31,USD,2018-09-01
2014-12-05,{'MXN': 14.1554764601},2013-08-31,USD,2018-09-01
2014-12-08,{'MXN': 14.3849730788},2013-08-31,USD,2018-09-01
2014-12-09,{'MXN': 14.3980920042},2013-08-31,USD,2018-09-01
2014-12-10,{'MXN': 14.407763073},2013-08-31,USD,2018-09-01
2014-12-11,{'MXN': 14.5255069199},2013-08-31,USD,2018-09-01
2014-12-12,{'MXN': 14.8689959839},2013-08-31,USD,2018-09-01
2014-12-15,{'MXN': 14.7777241268},2013-08-31,USD,2018-09-01
2014-12-16,{'MXN': 14.7875089734},2013-08-31,USD,2018-09-01
2014-12-17,{'MXN': 14.7410025707},2013-08-31,USD,2018-09-01
2014-12-18,{'MXN': 14.498982499},2013-08-31,USD,2018-09-01
2014-12-19,{'MXN': 14.5279745908},2013-08-31,USD,2018-09-01
2014-12-22,{'MXN': 14.5695407456},2013-08-31,USD,2018-09-01
2014-12-23,{'MXN': 14.6502906739},2013-08-31,USD,2018-09-01
2014-12-24,{'MXN': 14.741222686},2013-08-31,USD,2018-09-01
2014-12-29,{'MXN': 14.6987783881},2013-08-31,USD,2018-09-01
2014-12-30,{'MXN': 14.7444901316},2013-08-31,USD,2018-09-01
2014-12-31,{'MXN': 14.7169920105},2013-08-31,USD,2018-09-01
2015-01-02,{'MXN': 14.824960558},2013-08-31,USD,2018-09-01
2015-01-05,{'MXN': 14.8510281158},2013-08-31,USD,2018-09-01
2015-01-06,{'MXN': 14.922024509},2013-08-31,USD,2018-09-01
2015-01-07,{'MXN': 14.7749978869},2013-08-31,USD,2018-09-01
2015-01-08,{'MXN': 14.7082766825},2013-08-31,USD,2018-09-01
2015-01-09,{'MXN': 14.6609667316},2013-08-31,USD,2018-09-01
2015-01-12,{'MXN': 14.65223653},2013-08-31,USD,2018-09-01
2015-01-13,{'MXN': 14.6124596843},2013-08-31,USD,2018-09-01
2015-01-14,{'MXN': 14.6200424628},2013-08-31,USD,2018-09-01
2015-01-15,{'MXN': 14.4640416809},2013-08-31,USD,2018-09-01
2015-01-16,{'MXN': 14.6519675526},2013-08-31,USD,2018-09-01
2015-01-19,{'MXN': 14.6135286514},2013-08-31,USD,2018-09-01
2015-01-20,{'MXN': 14.6219880819},2013-08-31,USD,2018-09-01
2015-01-21,{'MXN': 14.6080393341},2013-08-31,USD,2018-09-01
2015-01-22,{'MXN': 14.6874677225},2013-08-31,USD,2018-09-01
2015-01-23,{'MXN': 14.7214681193},2013-08-31,USD,2018-09-01
2015-01-26,{'MXN': 14.6470117396},2013-08-31,USD,2018-09-01
2015-01-27,{'MXN': 14.6100300725},2013-08-31,USD,2018-09-01
2015-01-28,{'MXN': 14.6289668547},2013-08-31,USD,2018-09-01
2015-01-29,{'MXN': 14.8229783473},2013-08-31,USD,2018-09-01
2015-01-30,{'MXN': 14.8944714728},2013-08-31,USD,2018-09-01
2015-02-02,{'MXN': 14.9250221043},2013-08-31,USD,2018-09-01
2015-02-03,{'MXN': 14.8059950774},2013-08-31,USD,2018-09-01
2015-02-04,{'MXN': 14.7154464442},2013-08-31,USD,2018-09-01
2015-02-05,{'MXN': 14.7994741455},2013-08-31,USD,2018-09-01
2015-02-06,{'MXN': 14.7499781602},2013-08-31,USD,2018-09-01
2015-02-09,{'MXN': 14.8180044346},2013-08-31,USD,2018-09-01
2015-02-10,{'MXN': 14.8574842879},2013-08-31,USD,2018-09-01
2015-02-11,{'MXN': 14.994961994},2013-08-31,USD,2018-09-01
2015-02-12,{'MXN': 15.083509887},2013-08-31,USD,2018-09-01
2015-02-13,{'MXN': 14.967753273},2013-08-31,USD,2018-09-01
2015-02-16,{'MXN': 14.8674614306},2013-08-31,USD,2018-09-01
2015-02-17,{'MXN': 14.8339903636},2013-08-31,USD,2018-09-01
2015-02-18,{'MXN': 14.9422265213},2013-08-31,USD,2018-09-01
2015-02-19,{'MXN': 14.947483973},2013-08-31,USD,2018-09-01
2015-02-20,{'MXN': 15.0090281466},2013-08-31,USD,2018-09-01
2015-02-23,{'MXN': 15.1075411577},2013-08-31,USD,2018-09-01
2015-02-24,{'MXN': 15.1079625706},2013-08-31,USD,2018-09-01
2015-02-25,{'MXN': 14.9324872202},2013-08-31,USD,2018-09-01
2015-02-26,{'MXN': 14.8824776884},2013-08-31,USD,2018-09-01
2015-02-27,{'MXN': 15.0109430605},2013-08-31,USD,2018-09-01
2015-03-02,{'MXN': 14.9475371871},2013-08-31,USD,2018-09-01
2015-03-03,{'MXN': 15.0400250716},2013-08-31,USD,2018-09-01
2015-03-04,{'MXN': 15.03802589},2013-08-31,USD,2018-09-01
2015-03-05,{'MXN': 15.0479718132},2013-08-31,USD,2018-09-01
2015-03-06,{'MXN': 15.1829791116},2013-08-31,USD,2018-09-01
2015-03-09,{'MXN': 15.4779926335},2013-08-31,USD,2018-09-01
2015-03-10,{'MXN': 15.5379959024},2013-08-31,USD,2018-09-01
2015-03-11,{'MXN': 15.6072036302},2013-08-31,USD,2018-09-01
2015-03-12,{'MXN': 15.3830208235},2013-08-31,USD,2018-09-01
2015-03-13,{'MXN': 15.4855278093},2013-08-31,USD,2018-09-01
2015-03-16,{'MXN': 15.4595055413},2013-08-31,USD,2018-09-01
2015-03-17,{'MXN': 15.4230371415},2013-08-31,USD,2018-09-01
2015-03-18,{'MXN': 15.4049282477},2013-08-31,USD,2018-09-01
2015-03-19,{'MXN': 15.2749836096},2013-08-31,USD,2018-09-01
2015-03-20,{'MXN': 15.0937268003},2013-08-31,USD,2018-09-01
2015-03-23,{'MXN': 14.9800219941},2013-08-31,USD,2018-09-01
2015-03-24,{'MXN': 14.9257534247},2013-08-31,USD,2018-09-01
2015-03-25,{'MXN': 14.8940373236},2013-08-31,USD,2018-09-01
